FREQ,Frequenza,REF_AREA,Territorio,DATA_TYPE,Indicatore,PURCHASE_PRODUCTS,Prodotti acquistati,TIME_PERIOD,Osservazione,OBS_STATUS,'Stato dell"'osservazione'
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,FUELSHEAT,Combustibili,2024-11,126.7,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,FUELSHEAT,Combustibili,2024-12,127.3,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,FUELSHEAT,Combustibili,2025-01,127.9,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,FUELSHEAT,Combustibili,2025-02,128.3,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,FUELSHEAT,Combustibili,2025-03,127.8,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,MOTORLS,Carburanti,2020-01,122.4,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,MOTORLS,Carburanti,2020-02,114.6,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,MOTORLS,Carburanti,2020-03,102.9,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,MOTORLS,Carburanti,2020-04,92,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,MOTORLS,Carburanti,2020-05,89.6,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,MOTORLS,Carburanti,2020-06,94.6,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,MOTORLS,Carburanti,2020-07,98,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,MOTORLS,Carburanti,2020-08,98,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,MOTORLS,Carburanti,2020-09,95.4,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,MOTORLS,Carburanti,2020-10,95.5,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,MOTORLS,Carburanti,2020-11,96.3,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,MOTORLS,Carburanti,2020-12,100.7,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,MOTORLS,Carburanti,2021-01,103.3,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,MOTORLS,Carburanti,2021-02,108.5,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,MOTORLS,Carburanti,2021-03,112.7,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,MOTORLS,Carburanti,2021-04,111.7,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,MOTORLS,Carburanti,2021-05,114.4,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,MOTORLS,Carburanti,2021-06,116.6,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,MOTORLS,Carburanti,2021-07,120.5,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,MOTORLS,Carburanti,2021-08,119.4,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,MOTORLS,Carburanti,2021-09,123.5,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,MOTORLS,Carburanti,2021-10,132.2,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,MOTORLS,Carburanti,2021-11,132.6,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,MOTORLS,Carburanti,2021-12,129.8,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,MOTORLS,Carburanti,2022-01,136.2,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,MOTORLS,Carburanti,2022-02,146.5,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,MOTORLS,Carburanti,2022-03,186.3,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,MOTORLS,Carburanti,2022-04,178.5,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,MOTORLS,Carburanti,2022-05,182.9,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,MOTORLS,Carburanti,2022-06,202.1,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,MOTORLS,Carburanti,2022-07,190.1,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,MOTORLS,Carburanti,2022-08,185.2,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,MOTORLS,Carburanti,2022-09,181.1,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,MOTORLS,Carburanti,2022-10,191.9,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,MOTORLS,Carburanti,2022-11,176.3,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,MOTORLS,Carburanti,2022-12,163.7,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,MOTORLS,Carburanti,2023-01,169.9,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,MOTORLS,Carburanti,2023-02,162.6,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,MOTORLS,Carburanti,2023-03,157.8,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,MOTORLS,Carburanti,2023-04,152.4,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,MOTORLS,Carburanti,2023-05,145.3,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,MOTORLS,Carburanti,2023-06,146.3,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,MOTORLS,Carburanti,2023-07,148.9,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,MOTORLS,Carburanti,2023-08,163.1,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,MOTORLS,Carburanti,2023-09,172.5,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,MOTORLS,Carburanti,2023-10,166.5,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,MOTORLS,Carburanti,2023-11,159.4,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,MOTORLS,Carburanti,2023-12,152.8,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,MOTORLS,Carburanti,2024-01,155,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,MOTORLS,Carburanti,2024-02,159.2,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,MOTORLS,Carburanti,2024-03,156.1,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,MOTORLS,Carburanti,2024-04,157.5,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,MOTORLS,Carburanti,2024-05,152.1,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,MOTORLS,Carburanti,2024-06,151.6,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,MOTORLS,Carburanti,2024-07,149,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,MOTORLS,Carburanti,2024-08,142.8,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,MOTORLS,Carburanti,2024-09,136.9,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,MOTORLS,Carburanti,2024-10,138.9,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,MOTORLS,Carburanti,2024-11,139.8,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,MOTORLS,Carburanti,2024-12,141.8,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,MOTORLS,Carburanti,2025-01,148.6,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,MOTORLS,Carburanti,2025-02,147,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,MOTORLS,Carburanti,2025-03,139.9,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,LUBRIS,Lubrificanti,2020-01,100.4,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,LUBRIS,Lubrificanti,2020-02,100.4,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,LUBRIS,Lubrificanti,2020-03,100.5,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,LUBRIS,Lubrificanti,2020-04,100,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,LUBRIS,Lubrificanti,2020-05,100.4,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,LUBRIS,Lubrificanti,2020-06,99.7,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,LUBRIS,Lubrificanti,2020-07,100.1,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,LUBRIS,Lubrificanti,2020-08,99.7,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,LUBRIS,Lubrificanti,2020-09,100,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,LUBRIS,Lubrificanti,2020-10,99.7,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,LUBRIS,Lubrificanti,2020-11,99.6,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,LUBRIS,Lubrificanti,2020-12,99.6,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,LUBRIS,Lubrificanti,2021-01,99.6,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,LUBRIS,Lubrificanti,2021-02,105.2,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,LUBRIS,Lubrificanti,2021-03,105.4,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,LUBRIS,Lubrificanti,2021-04,105.8,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,LUBRIS,Lubrificanti,2021-05,106.4,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,LUBRIS,Lubrificanti,2021-06,107,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,LUBRIS,Lubrificanti,2021-07,107.2,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,LUBRIS,Lubrificanti,2021-08,108.6,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,LUBRIS,Lubrificanti,2021-09,109.9,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,LUBRIS,Lubrificanti,2021-10,108.2,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,LUBRIS,Lubrificanti,2021-11,107.9,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,LUBRIS,Lubrificanti,2021-12,107.9,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,LUBRIS,Lubrificanti,2022-01,118.2,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,LUBRIS,Lubrificanti,2022-02,118.2,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,LUBRIS,Lubrificanti,2022-03,120.2,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,LUBRIS,Lubrificanti,2022-04,120.9,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,LUBRIS,Lubrificanti,2022-05,122.6,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,LUBRIS,Lubrificanti,2022-06,123.6,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,LUBRIS,Lubrificanti,2022-07,124,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,LUBRIS,Lubrificanti,2022-08,125.2,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,LUBRIS,Lubrificanti,2022-09,125.5,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,LUBRIS,Lubrificanti,2022-10,126.3,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,LUBRIS,Lubrificanti,2022-11,126.3,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,LUBRIS,Lubrificanti,2022-12,126.3,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,LUBRIS,Lubrificanti,2023-01,123.2,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,LUBRIS,Lubrificanti,2023-02,124.3,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,LUBRIS,Lubrificanti,2023-03,124.5,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,LUBRIS,Lubrificanti,2023-04,125.6,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,LUBRIS,Lubrificanti,2023-05,125.8,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,LUBRIS,Lubrificanti,2023-06,125.8,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,LUBRIS,Lubrificanti,2023-07,125.9,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,LUBRIS,Lubrificanti,2023-08,126,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,LUBRIS,Lubrificanti,2023-09,126.2,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,LUBRIS,Lubrificanti,2023-10,126.1,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,LUBRIS,Lubrificanti,2023-11,126.1,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,LUBRIS,Lubrificanti,2023-12,126.1,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,LUBRIS,Lubrificanti,2024-01,126.4,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,LUBRIS,Lubrificanti,2024-02,126.4,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,LUBRIS,Lubrificanti,2024-03,126.4,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,LUBRIS,Lubrificanti,2024-04,126.4,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,LUBRIS,Lubrificanti,2024-05,126.4,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,LUBRIS,Lubrificanti,2024-06,126.4,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,LUBRIS,Lubrificanti,2024-07,127.2,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,LUBRIS,Lubrificanti,2024-08,127.2,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,LUBRIS,Lubrificanti,2024-09,127.1,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,LUBRIS,Lubrificanti,2024-10,127.1,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,LUBRIS,Lubrificanti,2024-11,127,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,LUBRIS,Lubrificanti,2024-12,127,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,LUBRIS,Lubrificanti,2025-01,138.1,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,LUBRIS,Lubrificanti,2025-02,139,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,LUBRIS,Lubrificanti,2025-03,139.5,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,FERTIRSS,Concimi e ammendanti,2020-01,100.7,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,FERTIRSS,Concimi e ammendanti,2020-02,100.9,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,FERTIRSS,Concimi e ammendanti,2020-03,101,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,FERTIRSS,Concimi e ammendanti,2020-04,100.7,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,FERTIRSS,Concimi e ammendanti,2020-05,100.4,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,FERTIRSS,Concimi e ammendanti,2020-06,100.1,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,FERTIRSS,Concimi e ammendanti,2020-07,99.8,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,FERTIRSS,Concimi e ammendanti,2020-08,99.7,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,FERTIRSS,Concimi e ammendanti,2020-09,99.4,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,FERTIRSS,Concimi e ammendanti,2020-10,98.9,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,FERTIRSS,Concimi e ammendanti,2020-11,99.1,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,FERTIRSS,Concimi e ammendanti,2020-12,99.3,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,FERTIRSS,Concimi e ammendanti,2021-01,100.8,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,FERTIRSS,Concimi e ammendanti,2021-02,104.1,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,FERTIRSS,Concimi e ammendanti,2021-03,106.3,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,FERTIRSS,Concimi e ammendanti,2021-04,108.2,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,FERTIRSS,Concimi e ammendanti,2021-05,109,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,FERTIRSS,Concimi e ammendanti,2021-06,110.5,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,FERTIRSS,Concimi e ammendanti,2021-07,112.8,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,FERTIRSS,Concimi e ammendanti,2021-08,117.2,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,FERTIRSS,Concimi e ammendanti,2021-09,123.8,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,FERTIRSS,Concimi e ammendanti,2021-10,140.9,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,FERTIRSS,Concimi e ammendanti,2021-11,152,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,FERTIRSS,Concimi e ammendanti,2021-12,159.2,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,FERTIRSS,Concimi e ammendanti,2022-01,174.3,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,FERTIRSS,Concimi e ammendanti,2022-02,176.8,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,FERTIRSS,Concimi e ammendanti,2022-03,192.9,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,FERTIRSS,Concimi e ammendanti,2022-04,198.7,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,FERTIRSS,Concimi e ammendanti,2022-05,198,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,FERTIRSS,Concimi e ammendanti,2022-06,196.8,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,FERTIRSS,Concimi e ammendanti,2022-07,199.7,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,FERTIRSS,Concimi e ammendanti,2022-08,203.7,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,FERTIRSS,Concimi e ammendanti,2022-09,210.5,,
M,Mensile,IT,Italia,75,Indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2020=100) - dati mensili,FERTIRSS,Concimi e ammendanti,2022-10,211.3,,
