txtTitolo,SottoTitolo2
Indice dei prezzi all’origine - sintesi dell’andamento mensile 2024,Base dell’Indice 2010=100

Macro_Categoria,Mese,PrezzoMedioPerUdM18,Categoria,PrezzoMedioPerUdM19,Gruppo,PrezzoMedioPerUdM20,Prodotto,PrezzoMedioPerUdM21,Varieta,PrezzoMedioPerUdM22,PrezzoMedioPerUdM23
Coltivazioni,apr,"178,95",Vini,"178,56",Vini Doc-Docg,"168,93",Vini Doc-Docg Bianchi,"155,27",Marino,"238,97","161,64"
Coltivazioni,mag,"180,50",Vini,"177,81",Vini Doc-Docg,"167,68",Vini Doc-Docg Bianchi,"153,88",Marino,"238,97","161,45"
Coltivazioni,giu,"170,84",Vini,"176,36",Vini Doc-Docg,"167,00",Vini Doc-Docg Bianchi,"152,56",Marino,"238,97","157,67"
Coltivazioni,lug,"178,53",Vini,"175,16",Vini Doc-Docg,"165,77",Vini Doc-Docg Bianchi,"152,21",Marino,"238,97","163,05"
Coltivazioni,ago,"185,37",Vini,"170,25",Vini Doc-Docg,"164,34",Vini Doc-Docg Bianchi,"151,58",Marino,"238,97","168,13"
Coltivazioni,set,"208,60",Vini,"169,36",Vini Doc-Docg,"163,71",Vini Doc-Docg Bianchi,"152,39",Marino,"238,97","179,66"
Coltivazioni,ott,"212,60",Vini,"170,34",Vini Doc-Docg,"164,85",Vini Doc-Docg Bianchi,"155,49",Marino,"238,97","184,97"
Coltivazioni,nov,"195,38",Vini,"172,25",Vini Doc-Docg,"165,03",Vini Doc-Docg Bianchi,"156,55",Marino,"238,97","178,32"
Coltivazioni,dic,"193,33",Vini,"172,82",Vini Doc-Docg,"165,10",Vini Doc-Docg Bianchi,"156,68",Marino,"238,97","177,47"
Coltivazioni,gen,"205,61",Vini,"171,55",Vini Doc-Docg,"167,24",Vini Doc-Docg Bianchi,"154,46",Nuragus Di Cagliari,"214,48","175,86"
Coltivazioni,feb,"194,26",Vini,"175,10",Vini Doc-Docg,"168,66",Vini Doc-Docg Bianchi,"154,76",Nuragus Di Cagliari,"214,48","168,85"
Coltivazioni,mar,"178,44",Vini,"178,15",Vini Doc-Docg,"168,90",Vini Doc-Docg Bianchi,"155,13",Nuragus Di Cagliari,"214,48","162,03"
Coltivazioni,apr,"178,95",Vini,"178,56",Vini Doc-Docg,"168,93",Vini Doc-Docg Bianchi,"155,27",Nuragus Di Cagliari,"214,48","161,64"
Coltivazioni,mag,"180,50",Vini,"177,81",Vini Doc-Docg,"167,68",Vini Doc-Docg Bianchi,"153,88",Nuragus Di Cagliari,"237,06","161,45"
Coltivazioni,giu,"170,84",Vini,"176,36",Vini Doc-Docg,"167,00",Vini Doc-Docg Bianchi,"152,56",Nuragus Di Cagliari,"237,06","157,67"
Coltivazioni,lug,"178,53",Vini,"175,16",Vini Doc-Docg,"165,77",Vini Doc-Docg Bianchi,"152,21",Nuragus Di Cagliari,"237,06","163,05"
Coltivazioni,ago,"185,37",Vini,"170,25",Vini Doc-Docg,"164,34",Vini Doc-Docg Bianchi,"151,58",Nuragus Di Cagliari,"225,77","168,13"
Coltivazioni,set,"208,60",Vini,"169,36",Vini Doc-Docg,"163,71",Vini Doc-Docg Bianchi,"152,39",Nuragus Di Cagliari,"225,77","179,66"
Coltivazioni,ott,"212,60",Vini,"170,34",Vini Doc-Docg,"164,85",Vini Doc-Docg Bianchi,"155,49",Nuragus Di Cagliari,"225,77","184,97"
Coltivazioni,nov,"195,38",Vini,"172,25",Vini Doc-Docg,"165,03",Vini Doc-Docg Bianchi,"156,55",Nuragus Di Cagliari,"225,77","178,32"
Coltivazioni,dic,"193,33",Vini,"172,82",Vini Doc-Docg,"165,10",Vini Doc-Docg Bianchi,"156,68",Nuragus Di Cagliari,"225,77","177,47"
Coltivazioni,gen,"205,61",Vini,"171,55",Vini Doc-Docg,"167,24",Vini Doc-Docg Bianchi,"154,46",Oltrepo' Pavese Chardonnay,"143,65","175,86"
Coltivazioni,feb,"194,26",Vini,"175,10",Vini Doc-Docg,"168,66",Vini Doc-Docg Bianchi,"154,76",Oltrepo' Pavese Chardonnay,"143,65","168,85"
Coltivazioni,mar,"178,44",Vini,"178,15",Vini Doc-Docg,"168,90",Vini Doc-Docg Bianchi,"155,13",Oltrepo' Pavese Chardonnay,"143,65","162,03"
Coltivazioni,apr,"178,95",Vini,"178,56",Vini Doc-Docg,"168,93",Vini Doc-Docg Bianchi,"155,27",Oltrepo' Pavese Chardonnay,"143,65","161,64"
Coltivazioni,mag,"180,50",Vini,"177,81",Vini Doc-Docg,"167,68",Vini Doc-Docg Bianchi,"153,88",Oltrepo' Pavese Chardonnay,"143,65","161,45"
Coltivazioni,giu,"170,84",Vini,"176,36",Vini Doc-Docg,"167,00",Vini Doc-Docg Bianchi,"152,56",Oltrepo' Pavese Chardonnay,"143,65","157,67"
Coltivazioni,lug,"178,53",Vini,"175,16",Vini Doc-Docg,"165,77",Vini Doc-Docg Bianchi,"152,21",Oltrepo' Pavese Chardonnay,"143,65","163,05"
Coltivazioni,ago,"185,37",Vini,"170,25",Vini Doc-Docg,"164,34",Vini Doc-Docg Bianchi,"151,58",Oltrepo' Pavese Chardonnay,"143,65","168,13"
Coltivazioni,set,"208,60",Vini,"169,36",Vini Doc-Docg,"163,71",Vini Doc-Docg Bianchi,"152,39",Oltrepo' Pavese Chardonnay,"143,65","179,66"
Coltivazioni,ott,"212,60",Vini,"170,34",Vini Doc-Docg,"164,85",Vini Doc-Docg Bianchi,"155,49",Oltrepo' Pavese Chardonnay,"143,65","184,97"
Coltivazioni,nov,"195,38",Vini,"172,25",Vini Doc-Docg,"165,03",Vini Doc-Docg Bianchi,"156,55",Oltrepo' Pavese Chardonnay,"143,65","178,32"
Coltivazioni,dic,"193,33",Vini,"172,82",Vini Doc-Docg,"165,10",Vini Doc-Docg Bianchi,"156,68",Oltrepo' Pavese Chardonnay,"143,65","177,47"
Coltivazioni,gen,"205,61",Vini,"171,55",Vini Doc-Docg,"167,24",Vini Doc-Docg Bianchi,"154,46",Oltrepo' Pavese Moscato,"99,41","175,86"
Coltivazioni,feb,"194,26",Vini,"175,10",Vini Doc-Docg,"168,66",Vini Doc-Docg Bianchi,"154,76",Oltrepo' Pavese Moscato,"99,41","168,85"
Coltivazioni,mar,"178,44",Vini,"178,15",Vini Doc-Docg,"168,90",Vini Doc-Docg Bianchi,"155,13",Oltrepo' Pavese Moscato,"99,41","162,03"
Coltivazioni,apr,"178,95",Vini,"178,56",Vini Doc-Docg,"168,93",Vini Doc-Docg Bianchi,"155,27",Oltrepo' Pavese Moscato,"99,41","161,64"
Coltivazioni,mag,"180,50",Vini,"177,81",Vini Doc-Docg,"167,68",Vini Doc-Docg Bianchi,"153,88",Oltrepo' Pavese Moscato,"99,41","161,45"
Coltivazioni,giu,"170,84",Vini,"176,36",Vini Doc-Docg,"167,00",Vini Doc-Docg Bianchi,"152,56",Oltrepo' Pavese Moscato,"99,41","157,67"
Coltivazioni,lug,"178,53",Vini,"175,16",Vini Doc-Docg,"165,77",Vini Doc-Docg Bianchi,"152,21",Oltrepo' Pavese Moscato,"99,41","163,05"
Coltivazioni,ago,"185,37",Vini,"170,25",Vini Doc-Docg,"164,34",Vini Doc-Docg Bianchi,"151,58",Oltrepo' Pavese Moscato,"99,41","168,13"
Coltivazioni,set,"208,60",Vini,"169,36",Vini Doc-Docg,"163,71",Vini Doc-Docg Bianchi,"152,39",Oltrepo' Pavese Moscato,"99,41","179,66"
Coltivazioni,ott,"212,60",Vini,"170,34",Vini Doc-Docg,"164,85",Vini Doc-Docg Bianchi,"155,49",Oltrepo' Pavese Moscato,"99,41","184,97"
Coltivazioni,nov,"195,38",Vini,"172,25",Vini Doc-Docg,"165,03",Vini Doc-Docg Bianchi,"156,55",Oltrepo' Pavese Moscato,"99,41","178,32"
Coltivazioni,dic,"193,33",Vini,"172,82",Vini Doc-Docg,"165,10",Vini Doc-Docg Bianchi,"156,68",Oltrepo' Pavese Moscato,"99,41","177,47"
Coltivazioni,gen,"205,61",Vini,"171,55",Vini Doc-Docg,"167,24",Vini Doc-Docg Bianchi,"154,46",Oltrepo' Pavese Pinot Nero,"151,01","175,86"
Coltivazioni,feb,"194,26",Vini,"175,10",Vini Doc-Docg,"168,66",Vini Doc-Docg Bianchi,"154,76",Oltrepo' Pavese Pinot Nero,"151,01","168,85"
Coltivazioni,mar,"178,44",Vini,"178,15",Vini Doc-Docg,"168,90",Vini Doc-Docg Bianchi,"155,13",Oltrepo' Pavese Pinot Nero,"151,01","162,03"
Coltivazioni,apr,"178,95",Vini,"178,56",Vini Doc-Docg,"168,93",Vini Doc-Docg Bianchi,"155,27",Oltrepo' Pavese Pinot Nero,"151,01","161,64"
Coltivazioni,mag,"180,50",Vini,"177,81",Vini Doc-Docg,"167,68",Vini Doc-Docg Bianchi,"153,88",Oltrepo' Pavese Pinot Nero,"151,01","161,45"
Coltivazioni,giu,"170,84",Vini,"176,36",Vini Doc-Docg,"167,00",Vini Doc-Docg Bianchi,"152,56",Oltrepo' Pavese Pinot Nero,"151,01","157,67"
Coltivazioni,lug,"178,53",Vini,"175,16",Vini Doc-Docg,"165,77",Vini Doc-Docg Bianchi,"152,21",Oltrepo' Pavese Pinot Nero,"151,01","163,05"
Coltivazioni,ago,"185,37",Vini,"170,25",Vini Doc-Docg,"164,34",Vini Doc-Docg Bianchi,"151,58",Oltrepo' Pavese Pinot Nero,"151,01","168,13"
Coltivazioni,set,"208,60",Vini,"169,36",Vini Doc-Docg,"163,71",Vini Doc-Docg Bianchi,"152,39",Oltrepo' Pavese Pinot Nero,"151,01","179,66"
Coltivazioni,ott,"212,60",Vini,"170,34",Vini Doc-Docg,"164,85",Vini Doc-Docg Bianchi,"155,49",Oltrepo' Pavese Pinot Nero,"151,01","184,97"
Coltivazioni,nov,"195,38",Vini,"172,25",Vini Doc-Docg,"165,03",Vini Doc-Docg Bianchi,"156,55",Oltrepo' Pavese Pinot Nero,"151,01","178,32"
Coltivazioni,dic,"193,33",Vini,"172,82",Vini Doc-Docg,"165,10",Vini Doc-Docg Bianchi,"156,68",Oltrepo' Pavese Pinot Nero,"151,01","177,47"
Coltivazioni,gen,"205,61",Vini,"171,55",Vini Doc-Docg,"167,24",Vini Doc-Docg Bianchi,"154,46",Oltrepo' Pavese Riesling,"141,78","175,86"
Coltivazioni,feb,"194,26",Vini,"175,10",Vini Doc-Docg,"168,66",Vini Doc-Docg Bianchi,"154,76",Oltrepo' Pavese Riesling,"141,78","168,85"
Coltivazioni,mar,"178,44",Vini,"178,15",Vini Doc-Docg,"168,90",Vini Doc-Docg Bianchi,"155,13",Oltrepo' Pavese Riesling,"141,78","162,03"
Coltivazioni,apr,"178,95",Vini,"178,56",Vini Doc-Docg,"168,93",Vini Doc-Docg Bianchi,"155,27",Oltrepo' Pavese Riesling,"141,78","161,64"
Coltivazioni,mag,"180,50",Vini,"177,81",Vini Doc-Docg,"167,68",Vini Doc-Docg Bianchi,"153,88",Oltrepo' Pavese Riesling,"141,78","161,45"
Coltivazioni,giu,"170,84",Vini,"176,36",Vini Doc-Docg,"167,00",Vini Doc-Docg Bianchi,"152,56",Oltrepo' Pavese Riesling,"141,78","157,67"
Coltivazioni,lug,"178,53",Vini,"175,16",Vini Doc-Docg,"165,77",Vini Doc-Docg Bianchi,"152,21",Oltrepo' Pavese Riesling,"141,78","163,05"
Coltivazioni,ago,"185,37",Vini,"170,25",Vini Doc-Docg,"164,34",Vini Doc-Docg Bianchi,"151,58",Oltrepo' Pavese Riesling,"141,78","168,13"
Coltivazioni,set,"208,60",Vini,"169,36",Vini Doc-Docg,"163,71",Vini Doc-Docg Bianchi,"152,39",Oltrepo' Pavese Riesling,"141,78","179,66"
Coltivazioni,ott,"212,60",Vini,"170,34",Vini Doc-Docg,"164,85",Vini Doc-Docg Bianchi,"155,49",Oltrepo' Pavese Riesling,"141,78","184,97"
Coltivazioni,nov,"195,38",Vini,"172,25",Vini Doc-Docg,"165,03",Vini Doc-Docg Bianchi,"156,55",Oltrepo' Pavese Riesling,"141,78","178,32"
Coltivazioni,dic,"193,33",Vini,"172,82",Vini Doc-Docg,"165,10",Vini Doc-Docg Bianchi,"156,68",Oltrepo' Pavese Riesling,"141,78","177,47"
Coltivazioni,gen,"205,61",Vini,"171,55",Vini Doc-Docg,"167,24",Vini Doc-Docg Bianchi,"154,46",Orvieto,"141,59","175,86"
Coltivazioni,feb,"194,26",Vini,"175,10",Vini Doc-Docg,"168,66",Vini Doc-Docg Bianchi,"154,76",Orvieto,"141,59","168,85"
Coltivazioni,mar,"178,44",Vini,"178,15",Vini Doc-Docg,"168,90",Vini Doc-Docg Bianchi,"155,13",Orvieto,"141,59","162,03"
Coltivazioni,apr,"178,95",Vini,"178,56",Vini Doc-Docg,"168,93",Vini Doc-Docg Bianchi,"155,27",Orvieto,"141,59","161,64"
Coltivazioni,mag,"180,50",Vini,"177,81",Vini Doc-Docg,"167,68",Vini Doc-Docg Bianchi,"153,88",Orvieto,"141,59","161,45"
Coltivazioni,giu,"170,84",Vini,"176,36",Vini Doc-Docg,"167,00",Vini Doc-Docg Bianchi,"152,56",Orvieto,"141,59","157,67"
Coltivazioni,lug,"178,53",Vini,"175,16",Vini Doc-Docg,"165,77",Vini Doc-Docg Bianchi,"152,21",Orvieto,"141,59","163,05"
Coltivazioni,ago,"185,37",Vini,"170,25",Vini Doc-Docg,"164,34",Vini Doc-Docg Bianchi,"151,58",Orvieto,"141,59","168,13"
Coltivazioni,set,"208,60",Vini,"169,36",Vini Doc-Docg,"163,71",Vini Doc-Docg Bianchi,"152,39",Orvieto,"141,59","179,66"
Coltivazioni,ott,"212,60",Vini,"170,34",Vini Doc-Docg,"164,85",Vini Doc-Docg Bianchi,"155,49",Orvieto,"141,59","184,97"
Coltivazioni,nov,"195,38",Vini,"172,25",Vini Doc-Docg,"165,03",Vini Doc-Docg Bianchi,"156,55",Orvieto,"141,59","178,32"
Coltivazioni,dic,"193,33",Vini,"172,82",Vini Doc-Docg,"165,10",Vini Doc-Docg Bianchi,"156,68",Orvieto,"141,59","177,47"
Coltivazioni,gen,"205,61",Vini,"171,55",Vini Doc-Docg,"167,24",Vini Doc-Docg Bianchi,"154,46",Orvieto Classico,"126,67","175,86"
Coltivazioni,feb,"194,26",Vini,"175,10",Vini Doc-Docg,"168,66",Vini Doc-Docg Bianchi,"154,76",Orvieto Classico,"126,67","168,85"
Coltivazioni,mar,"178,44",Vini,"178,15",Vini Doc-Docg,"168,90",Vini Doc-Docg Bianchi,"155,13",Orvieto Classico,"126,67","162,03"
Coltivazioni,apr,"178,95",Vini,"178,56",Vini Doc-Docg,"168,93",Vini Doc-Docg Bianchi,"155,27",Orvieto Classico,"126,67","161,64"
Coltivazioni,mag,"180,50",Vini,"177,81",Vini Doc-Docg,"167,68",Vini Doc-Docg Bianchi,"153,88",Orvieto Classico,"126,67","161,45"
Coltivazioni,giu,"170,84",Vini,"176,36",Vini Doc-Docg,"167,00",Vini Doc-Docg Bianchi,"152,56",Orvieto Classico,"126,67","157,67"
Coltivazioni,lug,"178,53",Vini,"175,16",Vini Doc-Docg,"165,77",Vini Doc-Docg Bianchi,"152,21",Orvieto Classico,"126,67","163,05"
Coltivazioni,ago,"185,37",Vini,"170,25",Vini Doc-Docg,"164,34",Vini Doc-Docg Bianchi,"151,58",Orvieto Classico,"126,67","168,13"
Coltivazioni,set,"208,60",Vini,"169,36",Vini Doc-Docg,"163,71",Vini Doc-Docg Bianchi,"152,39",Orvieto Classico,"126,67","179,66"
Coltivazioni,ott,"212,60",Vini,"170,34",Vini Doc-Docg,"164,85",Vini Doc-Docg Bianchi,"155,49",Orvieto Classico,"126,67","184,97"
Coltivazioni,nov,"195,38",Vini,"172,25",Vini Doc-Docg,"165,03",Vini Doc-Docg Bianchi,"156,55",Orvieto Classico,"126,67","178,32"
Coltivazioni,dic,"193,33",Vini,"172,82",Vini Doc-Docg,"165,10",Vini Doc-Docg Bianchi,"156,68",Orvieto Classico,"126,67","177,47"
Coltivazioni,gen,"205,61",Vini,"171,55",Vini Doc-Docg,"167,24",Vini Doc-Docg Bianchi,"154,46",Per Marsala Doc,"152,51","175,86"
Coltivazioni,feb,"194,26",Vini,"175,10",Vini Doc-Docg,"168,66",Vini Doc-Docg Bianchi,"154,76",Per Marsala Doc,"152,51","168,85"
Coltivazioni,mar,"178,44",Vini,"178,15",Vini Doc-Docg,"168,90",Vini Doc-Docg Bianchi,"155,13",Per Marsala Doc,"152,51","162,03"
Coltivazioni,apr,"178,95",Vini,"178,56",Vini Doc-Docg,"168,93",Vini Doc-Docg Bianchi,"155,27",Per Marsala Doc,"161,22","161,64"
Coltivazioni,mag,"180,50",Vini,"177,81",Vini Doc-Docg,"167,68",Vini Doc-Docg Bianchi,"153,88",Per Marsala Doc,"161,22","161,45"
Coltivazioni,giu,"170,84",Vini,"176,36",Vini Doc-Docg,"167,00",Vini Doc-Docg Bianchi,"152,56",Per Marsala Doc,"161,22","157,67"
Coltivazioni,lug,"178,53",Vini,"175,16",Vini Doc-Docg,"165,77",Vini Doc-Docg Bianchi,"152,21",Per Marsala Doc,"161,22","163,05"
Coltivazioni,ago,"185,37",Vini,"170,25",Vini Doc-Docg,"164,34",Vini Doc-Docg Bianchi,"151,58",Per Marsala Doc,"161,22","168,13"
Coltivazioni,set,"208,60",Vini,"169,36",Vini Doc-Docg,"163,71",Vini Doc-Docg Bianchi,"152,39",Per Marsala Doc,"161,22","179,66"
Coltivazioni,ott,"212,60",Vini,"170,34",Vini Doc-Docg,"164,85",Vini Doc-Docg Bianchi,"155,49",Per Marsala Doc,"161,22","184,97"
Coltivazioni,nov,"195,38",Vini,"172,25",Vini Doc-Docg,"165,03",Vini Doc-Docg Bianchi,"156,55",Per Marsala Doc,"161,22","178,32"
Coltivazioni,dic,"193,33",Vini,"172,82",Vini Doc-Docg,"165,10",Vini Doc-Docg Bianchi,"156,68",Per Marsala Doc,"169,93","177,47"
Coltivazioni,gen,"205,61",Vini,"171,55",Vini Doc-Docg,"167,24",Vini Doc-Docg Bianchi,"154,46",Piemonte Moscato,"86,96","175,86"
Coltivazioni,feb,"194,26",Vini,"175,10",Vini Doc-Docg,"168,66",Vini Doc-Docg Bianchi,"154,76",Piemonte Moscato,"86,96","168,85"
Coltivazioni,mar,"178,44",Vini,"178,15",Vini Doc-Docg,"168,90",Vini Doc-Docg Bianchi,"155,13",Piemonte Moscato,"128,26","162,03"
Coltivazioni,apr,"178,95",Vini,"178,56",Vini Doc-Docg,"168,93",Vini Doc-Docg Bianchi,"155,27",Piemonte Moscato,"128,26","161,64"
Coltivazioni,mag,"180,50",Vini,"177,81",Vini Doc-Docg,"167,68",Vini Doc-Docg Bianchi,"153,88",Piemonte Moscato,"128,26","161,45"
Coltivazioni,giu,"170,84",Vini,"176,36",Vini Doc-Docg,"167,00",Vini Doc-Docg Bianchi,"152,56",Piemonte Moscato,"128,26","157,67"
Coltivazioni,lug,"178,53",Vini,"175,16",Vini Doc-Docg,"165,77",Vini Doc-Docg Bianchi,"152,21",Piemonte Moscato,"128,26","163,05"
Coltivazioni,ago,"185,37",Vini,"170,25",Vini Doc-Docg,"164,34",Vini Doc-Docg Bianchi,"151,58",Piemonte Moscato,"128,26","168,13"
Coltivazioni,set,"208,60",Vini,"169,36",Vini Doc-Docg,"163,71",Vini Doc-Docg Bianchi,"152,39",Piemonte Moscato,"128,26","179,66"
Coltivazioni,ott,"212,60",Vini,"170,34",Vini Doc-Docg,"164,85",Vini Doc-Docg Bianchi,"155,49",Piemonte Moscato,"128,26","184,97"
Coltivazioni,nov,"195,38",Vini,"172,25",Vini Doc-Docg,"165,03",Vini Doc-Docg Bianchi,"156,55",Piemonte Moscato,"134,78","178,32"
Coltivazioni,dic,"193,33",Vini,"172,82",Vini Doc-Docg,"165,10",Vini Doc-Docg Bianchi,"156,68",Piemonte Moscato,"134,78","177,47"
Coltivazioni,gen,"205,61",Vini,"171,55",Vini Doc-Docg,"167,24",Vini Doc-Docg Bianchi,"154,46",Prosecco,"151,83","175,86"
Coltivazioni,feb,"194,26",Vini,"175,10",Vini Doc-Docg,"168,66",Vini Doc-Docg Bianchi,"154,76",Prosecco,"151,83","168,85"
Coltivazioni,mar,"178,44",Vini,"178,15",Vini Doc-Docg,"168,90",Vini Doc-Docg Bianchi,"155,13",Prosecco,"151,83","162,03"
Coltivazioni,apr,"178,95",Vini,"178,56",Vini Doc-Docg,"168,93",Vini Doc-Docg Bianchi,"155,27",Prosecco,"151,83","161,64"
Coltivazioni,mag,"180,50",Vini,"177,81",Vini Doc-Docg,"167,68",Vini Doc-Docg Bianchi,"153,88",Prosecco,"146,06","161,45"
Coltivazioni,giu,"170,84",Vini,"176,36",Vini Doc-Docg,"167,00",Vini Doc-Docg Bianchi,"152,56",Prosecco,"144,14","157,67"
Coltivazioni,lug,"178,53",Vini,"175,16",Vini Doc-Docg,"165,77",Vini Doc-Docg Bianchi,"152,21",Prosecco,"144,14","163,05"
Coltivazioni,ago,"185,37",Vini,"170,25",Vini Doc-Docg,"164,34",Vini Doc-Docg Bianchi,"151,58",Prosecco,"144,14","168,13"
Coltivazioni,set,"208,60",Vini,"169,36",Vini Doc-Docg,"163,71",Vini Doc-Docg Bianchi,"152,39",Prosecco,"146,06","179,66"
Coltivazioni,ott,"212,60",Vini,"170,34",Vini Doc-Docg,"164,85",Vini Doc-Docg Bianchi,"155,49",Prosecco,"147,21","184,97"
Coltivazioni,nov,"195,38",Vini,"172,25",Vini Doc-Docg,"165,03",Vini Doc-Docg Bianchi,"156,55",Prosecco,"147,21","178,32"
Coltivazioni,dic,"193,33",Vini,"172,82",Vini Doc-Docg,"165,10",Vini Doc-Docg Bianchi,"156,68",Prosecco,"147,21","177,47"
Coltivazioni,gen,"205,61",Vini,"171,55",Vini Doc-Docg,"167,24",Vini Doc-Docg Bianchi,"154,46",Roero Arneis,"145,56","175,86"
Coltivazioni,feb,"194,26",Vini,"175,10",Vini Doc-Docg,"168,66",Vini Doc-Docg Bianchi,"154,76",Roero Arneis,"145,56","168,85"
Coltivazioni,mar,"178,44",Vini,"178,15",Vini Doc-Docg,"168,90",Vini Doc-Docg Bianchi,"155,13",Roero Arneis,"143,36","162,03"
Coltivazioni,apr,"178,95",Vini,"178,56",Vini Doc-Docg,"168,93",Vini Doc-Docg Bianchi,"155,27",Roero Arneis,"143,36","161,64"
Coltivazioni,mag,"180,50",Vini,"177,81",Vini Doc-Docg,"167,68",Vini Doc-Docg Bianchi,"153,88",Roero Arneis,"143,36","161,45"
Coltivazioni,giu,"170,84",Vini,"176,36",Vini Doc-Docg,"167,00",Vini Doc-Docg Bianchi,"152,56",Roero Arneis,"143,36","157,67"
Coltivazioni,lug,"178,53",Vini,"175,16",Vini Doc-Docg,"165,77",Vini Doc-Docg Bianchi,"152,21",Roero Arneis,"143,36","163,05"
Coltivazioni,ago,"185,37",Vini,"170,25",Vini Doc-Docg,"164,34",Vini Doc-Docg Bianchi,"151,58",Roero Arneis,"141,15","168,13"
Coltivazioni,set,"208,60",Vini,"169,36",Vini Doc-Docg,"163,71",Vini Doc-Docg Bianchi,"152,39",Roero Arneis,"132,33","179,66"
Coltivazioni,ott,"212,60",Vini,"170,34",Vini Doc-Docg,"164,85",Vini Doc-Docg Bianchi,"155,49",Roero Arneis,"132,33","184,97"
Coltivazioni,nov,"195,38",Vini,"172,25",Vini Doc-Docg,"165,03",Vini Doc-Docg Bianchi,"156,55",Roero Arneis,"123,51","178,32"
Coltivazioni,dic,"193,33",Vini,"172,82",Vini Doc-Docg,"165,10",Vini Doc-Docg Bianchi,"156,68",Roero Arneis,"123,51","177,47"
Coltivazioni,gen,"205,61",Vini,"171,55",Vini Doc-Docg,"167,24",Vini Doc-Docg Bianchi,"154,46",San Severo,"130,43","175,86"
Coltivazioni,feb,"194,26",Vini,"175,10",Vini Doc-Docg,"168,66",Vini Doc-Docg Bianchi,"154,76",San Severo,"130,43","168,85"
Coltivazioni,mar,"178,44",Vini,"178,15",Vini Doc-Docg,"168,90",Vini Doc-Docg Bianchi,"155,13",San Severo,"130,43","162,03"
Coltivazioni,apr,"178,95",Vini,"178,56",Vini Doc-Docg,"168,93",Vini Doc-Docg Bianchi,"155,27",San Severo,"130,43","161,64"
Coltivazioni,mag,"180,50",Vini,"177,81",Vini Doc-Docg,"167,68",Vini Doc-Docg Bianchi,"153,88",San Severo,"130,43","161,45"
Coltivazioni,giu,"170,84",Vini,"176,36",Vini Doc-Docg,"167,00",Vini Doc-Docg Bianchi,"152,56",San Severo,"130,43","157,67"
Coltivazioni,lug,"178,53",Vini,"175,16",Vini Doc-Docg,"165,77",Vini Doc-Docg Bianchi,"152,21",San Severo,"130,43","163,05"
Coltivazioni,ago,"185,37",Vini,"170,25",Vini Doc-Docg,"164,34",Vini Doc-Docg Bianchi,"151,58",San Severo,"130,43","168,13"
Coltivazioni,set,"208,60",Vini,"169,36",Vini Doc-Docg,"163,71",Vini Doc-Docg Bianchi,"152,39",San Severo,"130,43","179,66"
Coltivazioni,ott,"212,60",Vini,"170,34",Vini Doc-Docg,"164,85",Vini Doc-Docg Bianchi,"155,49",San Severo,"147,83","184,97"
Coltivazioni,nov,"195,38",Vini,"172,25",Vini Doc-Docg,"165,03",Vini Doc-Docg Bianchi,"156,55",San Severo,"147,83","178,32"
Coltivazioni,dic,"193,33",Vini,"172,82",Vini Doc-Docg,"165,10",Vini Doc-Docg Bianchi,"156,68",San Severo,"147,83","177,47"
Coltivazioni,gen,"205,61",Vini,"171,55",Vini Doc-Docg,"167,24",Vini Doc-Docg Bianchi,"154,46",Sannio Solopaca,"142,86","175,86"
Coltivazioni,feb,"194,26",Vini,"175,10",Vini Doc-Docg,"168,66",Vini Doc-Docg Bianchi,"154,76",Sannio Solopaca,"142,86","168,85"
Coltivazioni,mar,"178,44",Vini,"178,15",Vini Doc-Docg,"168,90",Vini Doc-Docg Bianchi,"155,13",Sannio Solopaca,"161,90","162,03"
Coltivazioni,apr,"178,95",Vini,"178,56",Vini Doc-Docg,"168,93",Vini Doc-Docg Bianchi,"155,27",Sannio Solopaca,"161,90","161,64"
Coltivazioni,mag,"180,50",Vini,"177,81",Vini Doc-Docg,"167,68",Vini Doc-Docg Bianchi,"153,88",Sannio Solopaca,"161,90","161,45"
Coltivazioni,giu,"170,84",Vini,"176,36",Vini Doc-Docg,"167,00",Vini Doc-Docg Bianchi,"152,56",Sannio Solopaca,"161,90","157,67"
Coltivazioni,lug,"178,53",Vini,"175,16",Vini Doc-Docg,"165,77",Vini Doc-Docg Bianchi,"152,21",Sannio Solopaca,"157,14","163,05"
Coltivazioni,ago,"185,37",Vini,"170,25",Vini Doc-Docg,"164,34",Vini Doc-Docg Bianchi,"151,58",Sannio Solopaca,"157,14","168,13"
Coltivazioni,set,"208,60",Vini,"169,36",Vini Doc-Docg,"163,71",Vini Doc-Docg Bianchi,"152,39",Sannio Solopaca,"157,14","179,66"
Coltivazioni,ott,"212,60",Vini,"170,34",Vini Doc-Docg,"164,85",Vini Doc-Docg Bianchi,"155,49",Sannio Solopaca,"157,14","184,97"
Coltivazioni,nov,"195,38",Vini,"172,25",Vini Doc-Docg,"165,03",Vini Doc-Docg Bianchi,"156,55",Sannio Solopaca,"157,14","178,32"
Coltivazioni,dic,"193,33",Vini,"172,82",Vini Doc-Docg,"165,10",Vini Doc-Docg Bianchi,"156,68",Sannio Solopaca,"157,14","177,47"
Coltivazioni,gen,"205,61",Vini,"171,55",Vini Doc-Docg,"167,24",Vini Doc-Docg Bianchi,"154,46",Soave,"126,98","175,86"
Coltivazioni,feb,"194,26",Vini,"175,10",Vini Doc-Docg,"168,66",Vini Doc-Docg Bianchi,"154,76",Soave,"126,98","168,85"
