txtTitolo,SottoTitolo2
Indice dei prezzi all’origine - sintesi dell’andamento mensile 2024,Base dell’Indice 2010=100

Macro_Categoria,Mese,PrezzoMedioPerUdM18,Categoria,PrezzoMedioPerUdM19,Gruppo,PrezzoMedioPerUdM20,Prodotto,PrezzoMedioPerUdM21,Varieta,PrezzoMedioPerUdM22,PrezzoMedioPerUdM23
Coltivazioni,mag,"180,50","Frutta Fresca, A Guscio E Agrumi Freschi","169,77",Altra Frutta Fresca,"249,71",Actinidia,"249,71",Hayward,"249,71","161,45"
Coltivazioni,giu,"170,84","Frutta Fresca, A Guscio E Agrumi Freschi","145,33",Altra Frutta Fresca,n.d.,Actinidia,n.d.,Hayward,n.d.,"157,67"
Coltivazioni,lug,"178,53","Frutta Fresca, A Guscio E Agrumi Freschi","130,43",Altra Frutta Fresca,n.d.,Actinidia,n.d.,Hayward,n.d.,"163,05"
Coltivazioni,ago,"185,37","Frutta Fresca, A Guscio E Agrumi Freschi","141,98",Altra Frutta Fresca,n.d.,Actinidia,n.d.,Hayward,n.d.,"168,13"
Coltivazioni,set,"208,60","Frutta Fresca, A Guscio E Agrumi Freschi","170,05",Altra Frutta Fresca,n.d.,Actinidia,n.d.,Hayward,n.d.,"179,66"
Coltivazioni,ott,"212,60","Frutta Fresca, A Guscio E Agrumi Freschi","200,24",Altra Frutta Fresca,"127,57",Actinidia,n.d.,Hayward,n.d.,"184,97"
Coltivazioni,nov,"195,38","Frutta Fresca, A Guscio E Agrumi Freschi","194,19",Altra Frutta Fresca,"192,12",Actinidia,"219,80",Hayward,"219,80","178,32"
Coltivazioni,dic,"193,33","Frutta Fresca, A Guscio E Agrumi Freschi","197,29",Altra Frutta Fresca,"244,50",Actinidia,"244,50",Hayward,"244,50","177,47"
Coltivazioni,gen,"205,61","Frutta Fresca, A Guscio E Agrumi Freschi","193,77",Altra Frutta Fresca,"237,96",Loti,n.d.,Comuni,n.d.,"175,86"
Coltivazioni,feb,"194,26","Frutta Fresca, A Guscio E Agrumi Freschi","193,24",Altra Frutta Fresca,"238,47",Loti,n.d.,Comuni,n.d.,"168,85"
Coltivazioni,mar,"178,44","Frutta Fresca, A Guscio E Agrumi Freschi","187,46",Altra Frutta Fresca,"239,07",Loti,n.d.,Comuni,n.d.,"162,03"
Coltivazioni,apr,"178,95","Frutta Fresca, A Guscio E Agrumi Freschi","185,11",Altra Frutta Fresca,"245,00",Loti,n.d.,Comuni,n.d.,"161,64"
Coltivazioni,mag,"180,50","Frutta Fresca, A Guscio E Agrumi Freschi","169,77",Altra Frutta Fresca,"249,71",Loti,n.d.,Comuni,n.d.,"161,45"
Coltivazioni,giu,"170,84","Frutta Fresca, A Guscio E Agrumi Freschi","145,33",Altra Frutta Fresca,n.d.,Loti,n.d.,Comuni,n.d.,"157,67"
Coltivazioni,lug,"178,53","Frutta Fresca, A Guscio E Agrumi Freschi","130,43",Altra Frutta Fresca,n.d.,Loti,n.d.,Comuni,n.d.,"163,05"
Coltivazioni,ago,"185,37","Frutta Fresca, A Guscio E Agrumi Freschi","141,98",Altra Frutta Fresca,n.d.,Loti,n.d.,Comuni,n.d.,"168,13"
Coltivazioni,set,"208,60","Frutta Fresca, A Guscio E Agrumi Freschi","170,05",Altra Frutta Fresca,n.d.,Loti,n.d.,Comuni,n.d.,"179,66"
Coltivazioni,ott,"212,60","Frutta Fresca, A Guscio E Agrumi Freschi","200,24",Altra Frutta Fresca,"127,57",Loti,"127,57",Comuni,"127,57","184,97"
Coltivazioni,nov,"195,38","Frutta Fresca, A Guscio E Agrumi Freschi","194,19",Altra Frutta Fresca,"192,12",Loti,"105,54",Comuni,"105,54","178,32"
Coltivazioni,dic,"193,33","Frutta Fresca, A Guscio E Agrumi Freschi","197,29",Altra Frutta Fresca,"244,50",Loti,n.d.,Comuni,n.d.,"177,47"
Coltivazioni,gen,"205,61","Frutta Fresca, A Guscio E Agrumi Freschi","193,77",Frutta A Guscio,"149,68",Mandorle In Guscio,"173,95",Fascionello,"136,28","175,86"
Coltivazioni,feb,"194,26","Frutta Fresca, A Guscio E Agrumi Freschi","193,24",Frutta A Guscio,"150,19",Mandorle In Guscio,"173,95",Fascionello,"136,28","168,85"
Coltivazioni,mar,"178,44","Frutta Fresca, A Guscio E Agrumi Freschi","187,46",Frutta A Guscio,"150,64",Mandorle In Guscio,"173,95",Fascionello,"136,28","162,03"
Coltivazioni,apr,"178,95","Frutta Fresca, A Guscio E Agrumi Freschi","185,11",Frutta A Guscio,"150,98",Mandorle In Guscio,"173,95",Fascionello,"136,28","161,64"
Coltivazioni,mag,"180,50","Frutta Fresca, A Guscio E Agrumi Freschi","169,77",Frutta A Guscio,"150,98",Mandorle In Guscio,"173,95",Fascionello,"136,28","161,45"
Coltivazioni,giu,"170,84","Frutta Fresca, A Guscio E Agrumi Freschi","145,33",Frutta A Guscio,"151,03",Mandorle In Guscio,"173,95",Fascionello,"136,28","157,67"
Coltivazioni,lug,"178,53","Frutta Fresca, A Guscio E Agrumi Freschi","130,43",Frutta A Guscio,"151,20",Mandorle In Guscio,"173,95",Fascionello,"136,28","163,05"
Coltivazioni,ago,"185,37","Frutta Fresca, A Guscio E Agrumi Freschi","141,98",Frutta A Guscio,"151,54",Mandorle In Guscio,"173,95",Fascionello,"136,28","168,13"
Coltivazioni,set,"208,60","Frutta Fresca, A Guscio E Agrumi Freschi","170,05",Frutta A Guscio,"156,36",Mandorle In Guscio,"173,95",Fascionello,"136,28","179,66"
Coltivazioni,ott,"212,60","Frutta Fresca, A Guscio E Agrumi Freschi","200,24",Frutta A Guscio,"160,03",Mandorle In Guscio,"181,09",Fascionello,"140,82","184,97"
Coltivazioni,nov,"195,38","Frutta Fresca, A Guscio E Agrumi Freschi","194,19",Frutta A Guscio,"160,77",Mandorle In Guscio,"191,80",Fascionello,"147,63","178,32"
Coltivazioni,dic,"193,33","Frutta Fresca, A Guscio E Agrumi Freschi","197,29",Frutta A Guscio,"159,67",Mandorle In Guscio,"191,80",Fascionello,"147,63","177,47"
Coltivazioni,gen,"205,61","Frutta Fresca, A Guscio E Agrumi Freschi","193,77",Frutta A Guscio,"149,68",Mandorle In Guscio,"173,95",Pizzuta,"146,57","175,86"
Coltivazioni,feb,"194,26","Frutta Fresca, A Guscio E Agrumi Freschi","193,24",Frutta A Guscio,"150,19",Mandorle In Guscio,"173,95",Pizzuta,"146,57","168,85"
Coltivazioni,mar,"178,44","Frutta Fresca, A Guscio E Agrumi Freschi","187,46",Frutta A Guscio,"150,64",Mandorle In Guscio,"173,95",Pizzuta,"146,57","162,03"
Coltivazioni,apr,"178,95","Frutta Fresca, A Guscio E Agrumi Freschi","185,11",Frutta A Guscio,"150,98",Mandorle In Guscio,"173,95",Pizzuta,"146,57","161,64"
Coltivazioni,mag,"180,50","Frutta Fresca, A Guscio E Agrumi Freschi","169,77",Frutta A Guscio,"150,98",Mandorle In Guscio,"173,95",Pizzuta,"146,57","161,45"
Coltivazioni,giu,"170,84","Frutta Fresca, A Guscio E Agrumi Freschi","145,33",Frutta A Guscio,"151,03",Mandorle In Guscio,"173,95",Pizzuta,"146,57","157,67"
Coltivazioni,lug,"178,53","Frutta Fresca, A Guscio E Agrumi Freschi","130,43",Frutta A Guscio,"151,20",Mandorle In Guscio,"173,95",Pizzuta,"146,57","163,05"
Coltivazioni,ago,"185,37","Frutta Fresca, A Guscio E Agrumi Freschi","141,98",Frutta A Guscio,"151,54",Mandorle In Guscio,"173,95",Pizzuta,"146,57","168,13"
Coltivazioni,set,"208,60","Frutta Fresca, A Guscio E Agrumi Freschi","170,05",Frutta A Guscio,"156,36",Mandorle In Guscio,"173,95",Pizzuta,"146,57","179,66"
Coltivazioni,ott,"212,60","Frutta Fresca, A Guscio E Agrumi Freschi","200,24",Frutta A Guscio,"160,03",Mandorle In Guscio,"181,09",Pizzuta,"151,90","184,97"
Coltivazioni,nov,"195,38","Frutta Fresca, A Guscio E Agrumi Freschi","194,19",Frutta A Guscio,"160,77",Mandorle In Guscio,"191,80",Pizzuta,"159,90","178,32"
Coltivazioni,dic,"193,33","Frutta Fresca, A Guscio E Agrumi Freschi","197,29",Frutta A Guscio,"159,67",Mandorle In Guscio,"191,80",Pizzuta,"159,90","177,47"
Coltivazioni,gen,"205,61","Frutta Fresca, A Guscio E Agrumi Freschi","193,77",Frutta A Guscio,"149,68",Mandorle In Guscio,"173,95",Romana,"239,01","175,86"
Coltivazioni,feb,"194,26","Frutta Fresca, A Guscio E Agrumi Freschi","193,24",Frutta A Guscio,"150,19",Mandorle In Guscio,"173,95",Romana,"239,01","168,85"
Coltivazioni,mar,"178,44","Frutta Fresca, A Guscio E Agrumi Freschi","187,46",Frutta A Guscio,"150,64",Mandorle In Guscio,"173,95",Romana,"239,01","162,03"
Coltivazioni,apr,"178,95","Frutta Fresca, A Guscio E Agrumi Freschi","185,11",Frutta A Guscio,"150,98",Mandorle In Guscio,"173,95",Romana,"239,01","161,64"
Coltivazioni,mag,"180,50","Frutta Fresca, A Guscio E Agrumi Freschi","169,77",Frutta A Guscio,"150,98",Mandorle In Guscio,"173,95",Romana,"239,01","161,45"
Coltivazioni,giu,"170,84","Frutta Fresca, A Guscio E Agrumi Freschi","145,33",Frutta A Guscio,"151,03",Mandorle In Guscio,"173,95",Romana,"239,01","157,67"
Coltivazioni,lug,"178,53","Frutta Fresca, A Guscio E Agrumi Freschi","130,43",Frutta A Guscio,"151,20",Mandorle In Guscio,"173,95",Romana,"239,01","163,05"
Coltivazioni,ago,"185,37","Frutta Fresca, A Guscio E Agrumi Freschi","141,98",Frutta A Guscio,"151,54",Mandorle In Guscio,"173,95",Romana,"239,01","168,13"
Coltivazioni,set,"208,60","Frutta Fresca, A Guscio E Agrumi Freschi","170,05",Frutta A Guscio,"156,36",Mandorle In Guscio,"173,95",Romana,"239,01","179,66"
Coltivazioni,ott,"212,60","Frutta Fresca, A Guscio E Agrumi Freschi","200,24",Frutta A Guscio,"160,03",Mandorle In Guscio,"181,09",Romana,"250,55","184,97"
Coltivazioni,nov,"195,38","Frutta Fresca, A Guscio E Agrumi Freschi","194,19",Frutta A Guscio,"160,77",Mandorle In Guscio,"191,80",Romana,"267,86","178,32"
Coltivazioni,dic,"193,33","Frutta Fresca, A Guscio E Agrumi Freschi","197,29",Frutta A Guscio,"159,67",Mandorle In Guscio,"191,80",Romana,"267,86","177,47"
Coltivazioni,gen,"205,61","Frutta Fresca, A Guscio E Agrumi Freschi","193,77",Frutta A Guscio,"149,68",Nocciole,"144,68",Lunga S.Giovanni,"117,31","175,86"
Coltivazioni,feb,"194,26","Frutta Fresca, A Guscio E Agrumi Freschi","193,24",Frutta A Guscio,"150,19",Nocciole,"145,00",Lunga S.Giovanni,"118,85","168,85"
Coltivazioni,mar,"178,44","Frutta Fresca, A Guscio E Agrumi Freschi","187,46",Frutta A Guscio,"150,64",Nocciole,"145,40",Lunga S.Giovanni,"119,88","162,03"
Coltivazioni,apr,"178,95","Frutta Fresca, A Guscio E Agrumi Freschi","185,11",Frutta A Guscio,"150,98",Nocciole,"145,95",Lunga S.Giovanni,"119,88","161,64"
Coltivazioni,mag,"180,50","Frutta Fresca, A Guscio E Agrumi Freschi","169,77",Frutta A Guscio,"150,98",Nocciole,"145,95",Lunga S.Giovanni,"119,88","161,45"
Coltivazioni,giu,"170,84","Frutta Fresca, A Guscio E Agrumi Freschi","145,33",Frutta A Guscio,"151,03",Nocciole,"146,04",Lunga S.Giovanni,"119,88","157,67"
Coltivazioni,lug,"178,53","Frutta Fresca, A Guscio E Agrumi Freschi","130,43",Frutta A Guscio,"151,20",Nocciole,"146,31",Lunga S.Giovanni,"119,88","163,05"
Coltivazioni,ago,"185,37","Frutta Fresca, A Guscio E Agrumi Freschi","141,98",Frutta A Guscio,"151,54",Nocciole,"146,86",Lunga S.Giovanni,"121,69","168,13"
Coltivazioni,set,"208,60","Frutta Fresca, A Guscio E Agrumi Freschi","170,05",Frutta A Guscio,"156,36",Nocciole,"153,04",Lunga S.Giovanni,"128,91","179,66"
Coltivazioni,ott,"212,60","Frutta Fresca, A Guscio E Agrumi Freschi","200,24",Frutta A Guscio,"160,03",Nocciole,"155,84",Lunga S.Giovanni,"128,91","184,97"
Coltivazioni,nov,"195,38","Frutta Fresca, A Guscio E Agrumi Freschi","194,19",Frutta A Guscio,"160,77",Nocciole,"152,07",Lunga S.Giovanni,"128,91","178,32"
Coltivazioni,dic,"193,33","Frutta Fresca, A Guscio E Agrumi Freschi","197,29",Frutta A Guscio,"159,67",Nocciole,"150,04",Lunga S.Giovanni,"128,91","177,47"
Coltivazioni,gen,"205,61","Frutta Fresca, A Guscio E Agrumi Freschi","193,77",Frutta A Guscio,"149,68",Nocciole,"144,68",Tonda Avellinese,"137,95","175,86"
Coltivazioni,feb,"194,26","Frutta Fresca, A Guscio E Agrumi Freschi","193,24",Frutta A Guscio,"150,19",Nocciole,"145,00",Tonda Avellinese,"137,95","168,85"
Coltivazioni,mar,"178,44","Frutta Fresca, A Guscio E Agrumi Freschi","187,46",Frutta A Guscio,"150,64",Nocciole,"145,40",Tonda Avellinese,"137,95","162,03"
Coltivazioni,apr,"178,95","Frutta Fresca, A Guscio E Agrumi Freschi","185,11",Frutta A Guscio,"150,98",Nocciole,"145,95",Tonda Avellinese,"137,95","161,64"
Coltivazioni,mag,"180,50","Frutta Fresca, A Guscio E Agrumi Freschi","169,77",Frutta A Guscio,"150,98",Nocciole,"145,95",Tonda Avellinese,"137,95","161,45"
Coltivazioni,giu,"170,84","Frutta Fresca, A Guscio E Agrumi Freschi","145,33",Frutta A Guscio,"151,03",Nocciole,"146,04",Tonda Avellinese,"137,95","157,67"
Coltivazioni,lug,"178,53","Frutta Fresca, A Guscio E Agrumi Freschi","130,43",Frutta A Guscio,"151,20",Nocciole,"146,31",Tonda Avellinese,"137,95","163,05"
Coltivazioni,ago,"185,37","Frutta Fresca, A Guscio E Agrumi Freschi","141,98",Frutta A Guscio,"151,54",Nocciole,"146,86",Tonda Avellinese,"139,60","168,13"
Coltivazioni,set,"208,60","Frutta Fresca, A Guscio E Agrumi Freschi","170,05",Frutta A Guscio,"156,36",Nocciole,"153,04",Tonda Avellinese,"146,22","179,66"
Coltivazioni,ott,"212,60","Frutta Fresca, A Guscio E Agrumi Freschi","200,24",Frutta A Guscio,"160,03",Nocciole,"155,84",Tonda Avellinese,"146,22","184,97"
Coltivazioni,nov,"195,38","Frutta Fresca, A Guscio E Agrumi Freschi","194,19",Frutta A Guscio,"160,77",Nocciole,"152,07",Tonda Avellinese,"146,22","178,32"
Coltivazioni,dic,"193,33","Frutta Fresca, A Guscio E Agrumi Freschi","197,29",Frutta A Guscio,"159,67",Nocciole,"150,04",Tonda Avellinese,"146,22","177,47"
Coltivazioni,gen,"205,61","Frutta Fresca, A Guscio E Agrumi Freschi","193,77",Frutta A Guscio,"149,68",Nocciole,"144,68",Tonda Di Giffoni,"149,97","175,86"
Coltivazioni,feb,"194,26","Frutta Fresca, A Guscio E Agrumi Freschi","193,24",Frutta A Guscio,"150,19",Nocciole,"145,00",Tonda Di Giffoni,"149,97","168,85"
Coltivazioni,mar,"178,44","Frutta Fresca, A Guscio E Agrumi Freschi","187,46",Frutta A Guscio,"150,64",Nocciole,"145,40",Tonda Di Giffoni,"149,97","162,03"
Coltivazioni,apr,"178,95","Frutta Fresca, A Guscio E Agrumi Freschi","185,11",Frutta A Guscio,"150,98",Nocciole,"145,95",Tonda Di Giffoni,"149,97","161,64"
Coltivazioni,mag,"180,50","Frutta Fresca, A Guscio E Agrumi Freschi","169,77",Frutta A Guscio,"150,98",Nocciole,"145,95",Tonda Di Giffoni,"149,97","161,45"
Coltivazioni,giu,"170,84","Frutta Fresca, A Guscio E Agrumi Freschi","145,33",Frutta A Guscio,"151,03",Nocciole,"146,04",Tonda Di Giffoni,"149,97","157,67"
Coltivazioni,lug,"178,53","Frutta Fresca, A Guscio E Agrumi Freschi","130,43",Frutta A Guscio,"151,20",Nocciole,"146,31",Tonda Di Giffoni,"149,97","163,05"
Coltivazioni,ago,"185,37","Frutta Fresca, A Guscio E Agrumi Freschi","141,98",Frutta A Guscio,"151,54",Nocciole,"146,86",Tonda Di Giffoni,"149,97","168,13"
Coltivazioni,set,"208,60","Frutta Fresca, A Guscio E Agrumi Freschi","170,05",Frutta A Guscio,"156,36",Nocciole,"153,04",Tonda Di Giffoni,"163,81","179,66"
Coltivazioni,ott,"212,60","Frutta Fresca, A Guscio E Agrumi Freschi","200,24",Frutta A Guscio,"160,03",Nocciole,"155,84",Tonda Di Giffoni,"147,20","184,97"
Coltivazioni,nov,"195,38","Frutta Fresca, A Guscio E Agrumi Freschi","194,19",Frutta A Guscio,"160,77",Nocciole,"152,07",Tonda Di Giffoni,"143,05","178,32"
Coltivazioni,dic,"193,33","Frutta Fresca, A Guscio E Agrumi Freschi","197,29",Frutta A Guscio,"159,67",Nocciole,"150,04",Tonda Di Giffoni,"143,05","177,47"
Coltivazioni,gen,"205,61","Frutta Fresca, A Guscio E Agrumi Freschi","193,77",Frutta A Guscio,"149,68",Nocciole,"144,68",Tonda Gentile Trilobata,"142,58","175,86"
Coltivazioni,feb,"194,26","Frutta Fresca, A Guscio E Agrumi Freschi","193,24",Frutta A Guscio,"150,19",Nocciole,"145,00",Tonda Gentile Trilobata,"142,58","168,85"
Coltivazioni,mar,"178,44","Frutta Fresca, A Guscio E Agrumi Freschi","187,46",Frutta A Guscio,"150,64",Nocciole,"145,40",Tonda Gentile Trilobata,"143,64","162,03"
Coltivazioni,apr,"178,95","Frutta Fresca, A Guscio E Agrumi Freschi","185,11",Frutta A Guscio,"150,98",Nocciole,"145,95",Tonda Gentile Trilobata,"146,83","161,64"
Coltivazioni,mag,"180,50","Frutta Fresca, A Guscio E Agrumi Freschi","169,77",Frutta A Guscio,"150,98",Nocciole,"145,95",Tonda Gentile Trilobata,"146,83","161,45"
Coltivazioni,giu,"170,84","Frutta Fresca, A Guscio E Agrumi Freschi","145,33",Frutta A Guscio,"151,03",Nocciole,"146,04",Tonda Gentile Trilobata,"147,37","157,67"
Coltivazioni,lug,"178,53","Frutta Fresca, A Guscio E Agrumi Freschi","130,43",Frutta A Guscio,"151,20",Nocciole,"146,31",Tonda Gentile Trilobata,"148,96","163,05"
Coltivazioni,ago,"185,37","Frutta Fresca, A Guscio E Agrumi Freschi","141,98",Frutta A Guscio,"151,54",Nocciole,"146,86",Tonda Gentile Trilobata,"148,96","168,13"
Coltivazioni,set,"208,60","Frutta Fresca, A Guscio E Agrumi Freschi","170,05",Frutta A Guscio,"156,36",Nocciole,"153,04",Tonda Gentile Trilobata,"163,86","179,66"
Coltivazioni,ott,"212,60","Frutta Fresca, A Guscio E Agrumi Freschi","200,24",Frutta A Guscio,"160,03",Nocciole,"155,84",Tonda Gentile Trilobata,"208,55","184,97"
Coltivazioni,nov,"195,38","Frutta Fresca, A Guscio E Agrumi Freschi","194,19",Frutta A Guscio,"160,77",Nocciole,"152,07",Tonda Gentile Trilobata,"208,55","178,32"
Coltivazioni,dic,"193,33","Frutta Fresca, A Guscio E Agrumi Freschi","197,29",Frutta A Guscio,"159,67",Nocciole,"150,04",Tonda Gentile Trilobata,"211,74","177,47"
Coltivazioni,gen,"205,61","Frutta Fresca, A Guscio E Agrumi Freschi","193,77",Frutta A Guscio,"149,68",Nocciole,"144,68",Tonda Romana,"159,91","175,86"
Coltivazioni,feb,"194,26","Frutta Fresca, A Guscio E Agrumi Freschi","193,24",Frutta A Guscio,"150,19",Nocciole,"145,00",Tonda Romana,"159,91","168,85"
Coltivazioni,mar,"178,44","Frutta Fresca, A Guscio E Agrumi Freschi","187,46",Frutta A Guscio,"150,64",Nocciole,"145,40",Tonda Romana,"159,91","162,03"
Coltivazioni,apr,"178,95","Frutta Fresca, A Guscio E Agrumi Freschi","185,11",Frutta A Guscio,"150,98",Nocciole,"145,95",Tonda Romana,"159,91","161,64"
Coltivazioni,mag,"180,50","Frutta Fresca, A Guscio E Agrumi Freschi","169,77",Frutta A Guscio,"150,98",Nocciole,"145,95",Tonda Romana,"159,91","161,45"
Coltivazioni,giu,"170,84","Frutta Fresca, A Guscio E Agrumi Freschi","145,33",Frutta A Guscio,"151,03",Nocciole,"146,04",Tonda Romana,"159,91","157,67"
Coltivazioni,lug,"178,53","Frutta Fresca, A Guscio E Agrumi Freschi","130,43",Frutta A Guscio,"151,20",Nocciole,"146,31",Tonda Romana,"159,91","163,05"
Coltivazioni,ago,"185,37","Frutta Fresca, A Guscio E Agrumi Freschi","141,98",Frutta A Guscio,"151,54",Nocciole,"146,86",Tonda Romana,"159,91","168,13"
Coltivazioni,set,"208,60","Frutta Fresca, A Guscio E Agrumi Freschi","170,05",Frutta A Guscio,"156,36",Nocciole,"153,04",Tonda Romana,"159,91","179,66"
Coltivazioni,ott,"212,60","Frutta Fresca, A Guscio E Agrumi Freschi","200,24",Frutta A Guscio,"160,03",Nocciole,"155,84",Tonda Romana,"152,29","184,97"
Coltivazioni,nov,"195,38","Frutta Fresca, A Guscio E Agrumi Freschi","194,19",Frutta A Guscio,"160,77",Nocciole,"152,07",Tonda Romana,"144,14","178,32"
Coltivazioni,dic,"193,33","Frutta Fresca, A Guscio E Agrumi Freschi","197,29",Frutta A Guscio,"159,67",Nocciole,"150,04",Tonda Romana,"137,88","177,47"
Coltivazioni,gen,"205,61","Frutta Fresca, A Guscio E Agrumi Freschi","193,77",Frutta A Guscio,"149,68",Noci,"112,76",Sorrento,"112,76","175,86"
Coltivazioni,feb,"194,26","Frutta Fresca, A Guscio E Agrumi Freschi","193,24",Frutta A Guscio,"150,19",Noci,"115,58",Sorrento,"115,58","168,85"
Coltivazioni,mar,"178,44","Frutta Fresca, A Guscio E Agrumi Freschi","187,46",Frutta A Guscio,"150,64",Noci,"117,46",Sorrento,"117,46","162,03"
Coltivazioni,apr,"178,95","Frutta Fresca, A Guscio E Agrumi Freschi","185,11",Frutta A Guscio,"150,98",Noci,"117,46",Sorrento,"117,46","161,64"
Coltivazioni,mag,"180,50","Frutta Fresca, A Guscio E Agrumi Freschi","169,77",Frutta A Guscio,"150,98",Noci,"117,46",Sorrento,"117,46","161,45"
Coltivazioni,giu,"170,84","Frutta Fresca, A Guscio E Agrumi Freschi","145,33",Frutta A Guscio,"151,03",Noci,"117,46",Sorrento,"117,46","157,67"
Coltivazioni,lug,"178,53","Frutta Fresca, A Guscio E Agrumi Freschi","130,43",Frutta A Guscio,"151,20",Noci,"117,46",Sorrento,"117,46","163,05"
Coltivazioni,ago,"185,37","Frutta Fresca, A Guscio E Agrumi Freschi","141,98",Frutta A Guscio,"151,54",Noci,"117,46",Sorrento,"117,46","168,13"
Coltivazioni,set,"208,60","Frutta Fresca, A Guscio E Agrumi Freschi","170,05",Frutta A Guscio,"156,36",Noci,"126,86",Sorrento,"126,86","179,66"
Coltivazioni,ott,"212,60","Frutta Fresca, A Guscio E Agrumi Freschi","200,24",Frutta A Guscio,"160,03",Noci,"128,74",Sorrento,"128,74","184,97"
Coltivazioni,nov,"195,38","Frutta Fresca, A Guscio E Agrumi Freschi","194,19",Frutta A Guscio,"160,77",Noci,"132,73",Sorrento,"132,73","178,32"
Coltivazioni,dic,"193,33","Frutta Fresca, A Guscio E Agrumi Freschi","197,29",Frutta A Guscio,"159,67",Noci,"133,91",Sorrento,"133,91","177,47"
Coltivazioni,gen,"205,61","Frutta Fresca, A Guscio E Agrumi Freschi","193,77",Frutta A Guscio,"149,68",Pistacchi,"188,24",-,"188,24","175,86"
Coltivazioni,feb,"194,26","Frutta Fresca, A Guscio E Agrumi Freschi","193,24",Frutta A Guscio,"150,19",Pistacchi,"188,24",-,"188,24","168,85"
Coltivazioni,mar,"178,44","Frutta Fresca, A Guscio E Agrumi Freschi","187,46",Frutta A Guscio,"150,64",Pistacchi,"188,24",-,"188,24","162,03"
Coltivazioni,apr,"178,95","Frutta Fresca, A Guscio E Agrumi Freschi","185,11",Frutta A Guscio,"150,98",Pistacchi,"188,24",-,"188,24","161,64"
Coltivazioni,mag,"180,50","Frutta Fresca, A Guscio E Agrumi Freschi","169,77",Frutta A Guscio,"150,98",Pistacchi,"188,24",-,"188,24","161,45"
Coltivazioni,giu,"170,84","Frutta Fresca, A Guscio E Agrumi Freschi","145,33",Frutta A Guscio,"151,03",Pistacchi,"188,24",-,"188,24","157,67"
Coltivazioni,lug,"178,53","Frutta Fresca, A Guscio E Agrumi Freschi","130,43",Frutta A Guscio,"151,20",Pistacchi,"188,24",-,"188,24","163,05"
Coltivazioni,ago,"185,37","Frutta Fresca, A Guscio E Agrumi Freschi","141,98",Frutta A Guscio,"151,54",Pistacchi,"188,24",-,"188,24","168,13"
Coltivazioni,set,"208,60","Frutta Fresca, A Guscio E Agrumi Freschi","170,05",Frutta A Guscio,"156,36",Pistacchi,"188,24",-,"188,24","179,66"
Coltivazioni,ott,"212,60","Frutta Fresca, A Guscio E Agrumi Freschi","200,24",Frutta A Guscio,"160,03",Pistacchi,"188,24",-,"188,24","184,97"
Coltivazioni,nov,"195,38","Frutta Fresca, A Guscio E Agrumi Freschi","194,19",Frutta A Guscio,"160,77",Pistacchi,"188,24",-,"188,24","178,32"
Coltivazioni,dic,"193,33","Frutta Fresca, A Guscio E Agrumi Freschi","197,29",Frutta A Guscio,"159,67",Pistacchi,"188,24",-,"188,24","177,47"
Coltivazioni,gen,"205,61","Frutta Fresca, A Guscio E Agrumi Freschi","193,77",Frutta A Nocciolo,n.d.,Albicocche,n.d.,-,n.d.,"175,86"
Coltivazioni,feb,"194,26","Frutta Fresca, A Guscio E Agrumi Freschi","193,24",Frutta A Nocciolo,n.d.,Albicocche,n.d.,-,n.d.,"168,85"
Coltivazioni,mar,"178,44","Frutta Fresca, A Guscio E Agrumi Freschi","187,46",Frutta A Nocciolo,n.d.,Albicocche,n.d.,-,n.d.,"162,03"
Coltivazioni,apr,"178,95","Frutta Fresca, A Guscio E Agrumi Freschi","185,11",Frutta A Nocciolo,n.d.,Albicocche,n.d.,-,n.d.,"161,64"
Coltivazioni,mag,"180,50","Frutta Fresca, A Guscio E Agrumi Freschi","169,77",Frutta A Nocciolo,"141,51",Albicocche,"174,77",-,"174,77","161,45"
Coltivazioni,giu,"170,84","Frutta Fresca, A Guscio E Agrumi Freschi","145,33",Frutta A Nocciolo,"135,94",Albicocche,"112,02",-,"112,02","157,67"
Coltivazioni,lug,"178,53","Frutta Fresca, A Guscio E Agrumi Freschi","130,43",Frutta A Nocciolo,"125,44",Albicocche,"93,10",-,"93,10","163,05"
Coltivazioni,ago,"185,37","Frutta Fresca, A Guscio E Agrumi Freschi","141,98",Frutta A Nocciolo,"137,48",Albicocche,n.d.,-,n.d.,"168,13"
Coltivazioni,set,"208,60","Frutta Fresca, A Guscio E Agrumi Freschi","170,05",Frutta A Nocciolo,"151,07",Albicocche,n.d.,-,n.d.,"179,66"
Coltivazioni,ott,"212,60","Frutta Fresca, A Guscio E Agrumi Freschi","200,24",Frutta A Nocciolo,n.d.,Albicocche,n.d.,-,n.d.,"184,97"
Coltivazioni,nov,"195,38","Frutta Fresca, A Guscio E Agrumi Freschi","194,19",Frutta A Nocciolo,n.d.,Albicocche,n.d.,-,n.d.,"178,32"
Coltivazioni,dic,"193,33","Frutta Fresca, A Guscio E Agrumi Freschi","197,29",Frutta A Nocciolo,n.d.,Albicocche,n.d.,-,n.d.,"177,47"
Coltivazioni,gen,"205,61","Frutta Fresca, A Guscio E Agrumi Freschi","193,77",Frutta A Nocciolo,n.d.,Ciliegie,n.d.,Bigarreau,n.d.,"175,86"
Coltivazioni,feb,"194,26","Frutta Fresca, A Guscio E Agrumi Freschi","193,24",Frutta A Nocciolo,n.d.,Ciliegie,n.d.,Bigarreau,n.d.,"168,85"
