SottoTitolo2,SottoTitolo3
Periodo riferimento: 2024 - Base dell’Indice 2010=100,"Macro categoria: coltivazioni,prodotti zootecnici - Categoria: cereali e derivati,colture industriali,frutta fresca, a guscio e agrumi freschi,olii e grassi vegetali,ortaggi legumi e patate freschi,semi oleosi,vini - Gruppo: frumento,granturco e cereali minori,riso,barbabietola,tabacchi,agrumi,altra frutta fresca,frutta a guscio,frutta a nocciolo,pomacee,uva da tavola,olii di oliva di pressione,cavoli e cavolfiori,frutti ortivi freschi,insalate,legumi freschi,ortaggi a foglia e stelo,patate,radici e bulbi,oleaginose,vini comuni,vini doc-docg,vini igt - Prodotto: frumento duro,frumento tenero,avena,mais,orzo,risone,barbabietola da zucchero,tabacco greggio, non lavorato,arance,clementine,limoni,mandarini,actinidia,loti,mandorle in guscio,nocciole,noci,pistacchi,albicocche,ciliegie,nettarine,pesche,susine,mele da tavola,pere da tavola,uva da tavola,olio extravergine di oliva,olio lampante di oliva,olio vergine di oliva,cavolfiori,angurie,cetrioli,cetrioli serra,fragole,melanzane,melanzane serra,meloni,peperoni,peperoni serra,pomodori,pomodori serra,zucchine,zucchine serra,indivia,lattuga,radicchio,fagiolini,fagiolini serra,asparagi,carciofi,finocchi,sedani,spinaci,patate comuni,patate novelle,agli,carote,cipolle,soia,vini comuni bianchi,vini comuni rossi e rosati,vini doc-docg bianchi,vini doc-docg rossi e rosati,vini igt bianchi,vini igt rossi e rosati"

Prodotto,Mese,PrezzoMedioPerUdM8,Varieta,PrezzoMedioPerUdM9
Vini Comuni Bianchi,set,"229,96",12/13°,"269,04"
Vini Comuni Bianchi,ott,"216,95",12/13°,"296,07"
Vini Comuni Bianchi,nov,"214,22",12/13°,"296,07"
Vini Comuni Bianchi,dic,"215,24",12/13°,"296,07"
Vini Comuni Bianchi,gen,"197,34",9/11°,"179,58"
Vini Comuni Bianchi,feb,"204,82",9/11°,"190,66"
Vini Comuni Bianchi,mar,"215,28",9/11°,"199,96"
Vini Comuni Bianchi,apr,"220,12",9/11°,"200,94"
Vini Comuni Bianchi,mag,"220,55",9/11°,"201,57"
Vini Comuni Bianchi,giu,"220,28",9/11°,"201,17"
Vini Comuni Bianchi,lug,"219,86",9/11°,"200,55"
Vini Comuni Bianchi,ago,"213,77",9/11°,"191,54"
Vini Comuni Bianchi,set,"229,96",9/11°,"199,44"
Vini Comuni Bianchi,ott,"216,95",9/11°,"178,91"
Vini Comuni Bianchi,nov,"214,22",9/11°,"174,87"
Vini Comuni Bianchi,dic,"215,24",9/11°,"176,38"
Vini Comuni Rossi E Rosati,gen,"214,07",12/13°,"235,68"
Vini Comuni Rossi E Rosati,feb,"227,71",12/13°,"259,74"
Vini Comuni Rossi E Rosati,mar,"235,27",12/13°,"275,78"
Vini Comuni Rossi E Rosati,apr,"232,64",12/13°,"274,23"
Vini Comuni Rossi E Rosati,mag,"231,47",12/13°,"273,71"
Vini Comuni Rossi E Rosati,giu,"226,62",12/13°,"269,58"
Vini Comuni Rossi E Rosati,lug,"221,92",12/13°,"263,12"
Vini Comuni Rossi E Rosati,ago,"196,47",12/13°,"220,60"
Vini Comuni Rossi E Rosati,set,"190,29",12/13°,"212,18"
Vini Comuni Rossi E Rosati,ott,"193,21",12/13°,"216,96"
Vini Comuni Rossi E Rosati,nov,"209,03",12/13°,"239,20"
Vini Comuni Rossi E Rosati,dic,"210,70",12/13°,"235,52"
Vini Comuni Rossi E Rosati,gen,"214,07",9/11°,"187,03"
Vini Comuni Rossi E Rosati,feb,"227,71",9/11°,"187,62"
Vini Comuni Rossi E Rosati,mar,"235,27",9/11°,"184,59"
Vini Comuni Rossi E Rosati,apr,"232,64",9/11°,"180,60"
Vini Comuni Rossi E Rosati,mag,"231,47",9/11°,"178,61"
Vini Comuni Rossi E Rosati,giu,"226,62",9/11°,"172,86"
Vini Comuni Rossi E Rosati,lug,"221,92",9/11°,"170,35"
Vini Comuni Rossi E Rosati,ago,"196,47",9/11°,"166,28"
Vini Comuni Rossi E Rosati,set,"190,29",9/11°,"162,89"
Vini Comuni Rossi E Rosati,ott,"193,21",9/11°,"163,48"
Vini Comuni Rossi E Rosati,nov,"209,03",9/11°,"171,28"
Vini Comuni Rossi E Rosati,dic,"210,70",9/11°,"179,64"
Vini Doc-Docg Bianchi,gen,"154,46",Alcamo,"135,20"
Vini Doc-Docg Bianchi,feb,"154,76",Alcamo,"135,20"
Vini Doc-Docg Bianchi,mar,"155,13",Alcamo,"135,20"
Vini Doc-Docg Bianchi,apr,"155,27",Alcamo,"144,52"
Vini Doc-Docg Bianchi,mag,"153,88",Alcamo,"153,85"
Vini Doc-Docg Bianchi,giu,"152,56",Alcamo,"153,85"
Vini Doc-Docg Bianchi,lug,"152,21",Alcamo,"153,85"
Vini Doc-Docg Bianchi,ago,"151,58",Alcamo,"153,85"
Vini Doc-Docg Bianchi,set,"152,39",Alcamo,"153,85"
Vini Doc-Docg Bianchi,ott,"155,49",Alcamo,"153,85"
Vini Doc-Docg Bianchi,nov,"156,55",Alcamo,"153,85"
Vini Doc-Docg Bianchi,dic,"156,68",Alcamo,"158,51"
Vini Doc-Docg Bianchi,gen,"154,46",Alto Adige Chardonnay,"123,23"
Vini Doc-Docg Bianchi,feb,"154,76",Alto Adige Chardonnay,"123,23"
Vini Doc-Docg Bianchi,mar,"155,13",Alto Adige Chardonnay,"123,23"
Vini Doc-Docg Bianchi,apr,"155,27",Alto Adige Chardonnay,"123,23"
Vini Doc-Docg Bianchi,mag,"153,88",Alto Adige Chardonnay,"123,23"
Vini Doc-Docg Bianchi,giu,"152,56",Alto Adige Chardonnay,"123,23"
Vini Doc-Docg Bianchi,lug,"152,21",Alto Adige Chardonnay,"123,23"
Vini Doc-Docg Bianchi,ago,"151,58",Alto Adige Chardonnay,"123,23"
Vini Doc-Docg Bianchi,set,"152,39",Alto Adige Chardonnay,"123,23"
Vini Doc-Docg Bianchi,ott,"155,49",Alto Adige Chardonnay,"123,23"
Vini Doc-Docg Bianchi,nov,"156,55",Alto Adige Chardonnay,"123,23"
Vini Doc-Docg Bianchi,dic,"156,68",Alto Adige Chardonnay,"123,23"
Vini Doc-Docg Bianchi,gen,"154,46",Alto Adige Pinot Grigio,"114,20"
Vini Doc-Docg Bianchi,feb,"154,76",Alto Adige Pinot Grigio,"114,20"
Vini Doc-Docg Bianchi,mar,"155,13",Alto Adige Pinot Grigio,"114,20"
Vini Doc-Docg Bianchi,apr,"155,27",Alto Adige Pinot Grigio,"114,20"
Vini Doc-Docg Bianchi,mag,"153,88",Alto Adige Pinot Grigio,"114,20"
Vini Doc-Docg Bianchi,giu,"152,56",Alto Adige Pinot Grigio,"114,20"
Vini Doc-Docg Bianchi,lug,"152,21",Alto Adige Pinot Grigio,"114,20"
Vini Doc-Docg Bianchi,ago,"151,58",Alto Adige Pinot Grigio,"114,20"
Vini Doc-Docg Bianchi,set,"152,39",Alto Adige Pinot Grigio,"114,20"
Vini Doc-Docg Bianchi,ott,"155,49",Alto Adige Pinot Grigio,"114,20"
Vini Doc-Docg Bianchi,nov,"156,55",Alto Adige Pinot Grigio,"114,20"
Vini Doc-Docg Bianchi,dic,"156,68",Alto Adige Pinot Grigio,"114,20"
Vini Doc-Docg Bianchi,gen,"154,46",Alto Adige Terlano Pinot Bianco,"146,82"
Vini Doc-Docg Bianchi,feb,"154,76",Alto Adige Terlano Pinot Bianco,"146,82"
Vini Doc-Docg Bianchi,mar,"155,13",Alto Adige Terlano Pinot Bianco,"146,82"
Vini Doc-Docg Bianchi,apr,"155,27",Alto Adige Terlano Pinot Bianco,"146,82"
Vini Doc-Docg Bianchi,mag,"153,88",Alto Adige Terlano Pinot Bianco,"146,82"
Vini Doc-Docg Bianchi,giu,"152,56",Alto Adige Terlano Pinot Bianco,"146,82"
Vini Doc-Docg Bianchi,lug,"152,21",Alto Adige Terlano Pinot Bianco,"146,82"
Vini Doc-Docg Bianchi,ago,"151,58",Alto Adige Terlano Pinot Bianco,"146,82"
Vini Doc-Docg Bianchi,set,"152,39",Alto Adige Terlano Pinot Bianco,"146,82"
Vini Doc-Docg Bianchi,ott,"155,49",Alto Adige Terlano Pinot Bianco,"146,82"
Vini Doc-Docg Bianchi,nov,"156,55",Alto Adige Terlano Pinot Bianco,"146,82"
Vini Doc-Docg Bianchi,dic,"156,68",Alto Adige Terlano Pinot Bianco,"146,82"
Vini Doc-Docg Bianchi,gen,"154,46",Asti Moscato,"118,33"
Vini Doc-Docg Bianchi,feb,"154,76",Asti Moscato,"118,33"
Vini Doc-Docg Bianchi,mar,"155,13",Asti Moscato,"120,00"
Vini Doc-Docg Bianchi,apr,"155,27",Asti Moscato,"120,00"
Vini Doc-Docg Bianchi,mag,"153,88",Asti Moscato,"120,00"
Vini Doc-Docg Bianchi,giu,"152,56",Asti Moscato,"120,00"
Vini Doc-Docg Bianchi,lug,"152,21",Asti Moscato,"120,00"
Vini Doc-Docg Bianchi,ago,"151,58",Asti Moscato,"120,00"
Vini Doc-Docg Bianchi,set,"152,39",Asti Moscato,"120,00"
Vini Doc-Docg Bianchi,ott,"155,49",Asti Moscato,"120,00"
Vini Doc-Docg Bianchi,nov,"156,55",Asti Moscato,"120,00"
Vini Doc-Docg Bianchi,dic,"156,68",Asti Moscato,"120,00"
Vini Doc-Docg Bianchi,gen,"154,46",Bianco Di Custoza,"135,52"
Vini Doc-Docg Bianchi,feb,"154,76",Bianco Di Custoza,"135,52"
Vini Doc-Docg Bianchi,mar,"155,13",Bianco Di Custoza,"135,52"
Vini Doc-Docg Bianchi,apr,"155,27",Bianco Di Custoza,"135,52"
Vini Doc-Docg Bianchi,mag,"153,88",Bianco Di Custoza,"135,52"
Vini Doc-Docg Bianchi,giu,"152,56",Bianco Di Custoza,"135,52"
Vini Doc-Docg Bianchi,lug,"152,21",Bianco Di Custoza,"135,52"
Vini Doc-Docg Bianchi,ago,"151,58",Bianco Di Custoza,"135,52"
Vini Doc-Docg Bianchi,set,"152,39",Bianco Di Custoza,"135,52"
Vini Doc-Docg Bianchi,ott,"155,49",Bianco Di Custoza,"150,57"
Vini Doc-Docg Bianchi,nov,"156,55",Bianco Di Custoza,"150,57"
Vini Doc-Docg Bianchi,dic,"156,68",Bianco Di Custoza,"150,57"
Vini Doc-Docg Bianchi,gen,"154,46",Castelli Romani,"213,22"
Vini Doc-Docg Bianchi,feb,"154,76",Castelli Romani,"213,22"
Vini Doc-Docg Bianchi,mar,"155,13",Castelli Romani,"213,22"
Vini Doc-Docg Bianchi,apr,"155,27",Castelli Romani,"213,22"
Vini Doc-Docg Bianchi,mag,"153,88",Castelli Romani,"213,22"
Vini Doc-Docg Bianchi,giu,"152,56",Castelli Romani,"213,22"
Vini Doc-Docg Bianchi,lug,"152,21",Castelli Romani,"213,22"
Vini Doc-Docg Bianchi,ago,"151,58",Castelli Romani,"213,22"
Vini Doc-Docg Bianchi,set,"152,39",Castelli Romani,"213,22"
Vini Doc-Docg Bianchi,ott,"155,49",Castelli Romani,"213,22"
Vini Doc-Docg Bianchi,nov,"156,55",Castelli Romani,"247,33"
Vini Doc-Docg Bianchi,dic,"156,68",Castelli Romani,"247,33"
Vini Doc-Docg Bianchi,gen,"154,46",Ciro',"93,10"
Vini Doc-Docg Bianchi,feb,"154,76",Ciro',"93,10"
Vini Doc-Docg Bianchi,mar,"155,13",Ciro',"97,75"
Vini Doc-Docg Bianchi,apr,"155,27",Ciro',"99,08"
Vini Doc-Docg Bianchi,mag,"153,88",Ciro',"99,08"
Vini Doc-Docg Bianchi,giu,"152,56",Ciro',"99,08"
Vini Doc-Docg Bianchi,lug,"152,21",Ciro',"99,08"
Vini Doc-Docg Bianchi,ago,"151,58",Ciro',"99,08"
Vini Doc-Docg Bianchi,set,"152,39",Ciro',"99,08"
Vini Doc-Docg Bianchi,ott,"155,49",Ciro',"99,08"
Vini Doc-Docg Bianchi,nov,"156,55",Ciro',"99,08"
Vini Doc-Docg Bianchi,dic,"156,68",Ciro',"103,73"
Vini Doc-Docg Bianchi,gen,"154,46",Colli Albani,"119,86"
Vini Doc-Docg Bianchi,feb,"154,76",Colli Albani,"119,86"
Vini Doc-Docg Bianchi,mar,"155,13",Colli Albani,"119,86"
Vini Doc-Docg Bianchi,apr,"155,27",Colli Albani,"119,86"
Vini Doc-Docg Bianchi,mag,"153,88",Colli Albani,"119,86"
Vini Doc-Docg Bianchi,giu,"152,56",Colli Albani,"119,86"
Vini Doc-Docg Bianchi,lug,"152,21",Colli Albani,"119,86"
Vini Doc-Docg Bianchi,ago,"151,58",Colli Albani,"119,86"
Vini Doc-Docg Bianchi,set,"152,39",Colli Albani,"119,86"
Vini Doc-Docg Bianchi,ott,"155,49",Colli Albani,"119,86"
Vini Doc-Docg Bianchi,nov,"156,55",Colli Albani,"119,86"
Vini Doc-Docg Bianchi,dic,"156,68",Colli Albani,"119,86"
Vini Doc-Docg Bianchi,gen,"154,46",Colli Lanuvini,"148,06"
Vini Doc-Docg Bianchi,feb,"154,76",Colli Lanuvini,"148,06"
Vini Doc-Docg Bianchi,mar,"155,13",Colli Lanuvini,"148,06"
Vini Doc-Docg Bianchi,apr,"155,27",Colli Lanuvini,"148,06"
Vini Doc-Docg Bianchi,mag,"153,88",Colli Lanuvini,"148,06"
Vini Doc-Docg Bianchi,giu,"152,56",Colli Lanuvini,"148,06"
Vini Doc-Docg Bianchi,lug,"152,21",Colli Lanuvini,"148,06"
Vini Doc-Docg Bianchi,ago,"151,58",Colli Lanuvini,"148,06"
Vini Doc-Docg Bianchi,set,"152,39",Colli Lanuvini,"148,06"
Vini Doc-Docg Bianchi,ott,"155,49",Colli Lanuvini,"148,06"
Vini Doc-Docg Bianchi,nov,"156,55",Colli Lanuvini,"148,06"
Vini Doc-Docg Bianchi,dic,"156,68",Colli Lanuvini,"148,06"
Vini Doc-Docg Bianchi,gen,"154,46",Colli Piacentini Malvasia,"108,29"
Vini Doc-Docg Bianchi,feb,"154,76",Colli Piacentini Malvasia,"108,29"
Vini Doc-Docg Bianchi,mar,"155,13",Colli Piacentini Malvasia,"108,29"
Vini Doc-Docg Bianchi,apr,"155,27",Colli Piacentini Malvasia,"108,29"
Vini Doc-Docg Bianchi,mag,"153,88",Colli Piacentini Malvasia,"108,29"
Vini Doc-Docg Bianchi,giu,"152,56",Colli Piacentini Malvasia,"108,29"
Vini Doc-Docg Bianchi,lug,"152,21",Colli Piacentini Malvasia,"108,29"
Vini Doc-Docg Bianchi,ago,"151,58",Colli Piacentini Malvasia,"108,29"
Vini Doc-Docg Bianchi,set,"152,39",Colli Piacentini Malvasia,"108,29"
Vini Doc-Docg Bianchi,ott,"155,49",Colli Piacentini Malvasia,"108,29"
Vini Doc-Docg Bianchi,nov,"156,55",Colli Piacentini Malvasia,"108,29"
Vini Doc-Docg Bianchi,dic,"156,68",Colli Piacentini Malvasia,"108,29"
Vini Doc-Docg Bianchi,gen,"154,46",Conegliano Valdobbiadene - Prosecco,"185,80"
Vini Doc-Docg Bianchi,feb,"154,76",Conegliano Valdobbiadene - Prosecco,"185,80"
Vini Doc-Docg Bianchi,mar,"155,13",Conegliano Valdobbiadene - Prosecco,"182,39"
Vini Doc-Docg Bianchi,apr,"155,27",Conegliano Valdobbiadene - Prosecco,"182,39"
Vini Doc-Docg Bianchi,mag,"153,88",Conegliano Valdobbiadene - Prosecco,"177,27"
Vini Doc-Docg Bianchi,giu,"152,56",Conegliano Valdobbiadene - Prosecco,"170,45"
Vini Doc-Docg Bianchi,lug,"152,21",Conegliano Valdobbiadene - Prosecco,"165,34"
Vini Doc-Docg Bianchi,ago,"151,58",Conegliano Valdobbiadene - Prosecco,"165,34"
Vini Doc-Docg Bianchi,set,"152,39",Conegliano Valdobbiadene - Prosecco,"168,75"
Vini Doc-Docg Bianchi,ott,"155,49",Conegliano Valdobbiadene - Prosecco,"170,45"
Vini Doc-Docg Bianchi,nov,"156,55",Conegliano Valdobbiadene - Prosecco,"170,45"
Vini Doc-Docg Bianchi,dic,"156,68",Conegliano Valdobbiadene - Prosecco,"170,45"
Vini Doc-Docg Bianchi,gen,"154,46",Cortese Dell' Alto Monferrato,"190,55"
Vini Doc-Docg Bianchi,feb,"154,76",Cortese Dell' Alto Monferrato,"190,55"
Vini Doc-Docg Bianchi,mar,"155,13",Cortese Dell' Alto Monferrato,"199,62"
Vini Doc-Docg Bianchi,apr,"155,27",Cortese Dell' Alto Monferrato,"199,62"
Vini Doc-Docg Bianchi,mag,"153,88",Cortese Dell' Alto Monferrato,"199,62"
Vini Doc-Docg Bianchi,giu,"152,56",Cortese Dell' Alto Monferrato,"199,62"
Vini Doc-Docg Bianchi,lug,"152,21",Cortese Dell' Alto Monferrato,"199,62"
Vini Doc-Docg Bianchi,ago,"151,58",Cortese Dell' Alto Monferrato,"199,62"
Vini Doc-Docg Bianchi,set,"152,39",Cortese Dell' Alto Monferrato,"199,62"
Vini Doc-Docg Bianchi,ott,"155,49",Cortese Dell' Alto Monferrato,"195,09"
Vini Doc-Docg Bianchi,nov,"156,55",Cortese Dell' Alto Monferrato,"195,09"
Vini Doc-Docg Bianchi,dic,"156,68",Cortese Dell' Alto Monferrato,"195,09"
Vini Doc-Docg Bianchi,gen,"154,46",Cortese Di Gavi,"184,86"
Vini Doc-Docg Bianchi,feb,"154,76",Cortese Di Gavi,"184,86"
Vini Doc-Docg Bianchi,mar,"155,13",Cortese Di Gavi,"184,86"
Vini Doc-Docg Bianchi,apr,"155,27",Cortese Di Gavi,"184,86"
Vini Doc-Docg Bianchi,mag,"153,88",Cortese Di Gavi,"184,86"
Vini Doc-Docg Bianchi,giu,"152,56",Cortese Di Gavi,"184,86"
Vini Doc-Docg Bianchi,lug,"152,21",Cortese Di Gavi,"184,86"
Vini Doc-Docg Bianchi,ago,"151,58",Cortese Di Gavi,"184,86"
Vini Doc-Docg Bianchi,set,"152,39",Cortese Di Gavi,"184,86"
Vini Doc-Docg Bianchi,ott,"155,49",Cortese Di Gavi,"184,86"
Vini Doc-Docg Bianchi,nov,"156,55",Cortese Di Gavi,"184,86"
Vini Doc-Docg Bianchi,dic,"156,68",Cortese Di Gavi,"184,86"
Vini Doc-Docg Bianchi,gen,"154,46",Frascati,"174,23"
Vini Doc-Docg Bianchi,feb,"154,76",Frascati,"174,23"
Vini Doc-Docg Bianchi,mar,"155,13",Frascati,"174,23"
Vini Doc-Docg Bianchi,apr,"155,27",Frascati,"174,23"
Vini Doc-Docg Bianchi,mag,"153,88",Frascati,"174,23"
Vini Doc-Docg Bianchi,giu,"152,56",Frascati,"174,23"
Vini Doc-Docg Bianchi,lug,"152,21",Frascati,"172,49"
Vini Doc-Docg Bianchi,ago,"151,58",Frascati,"172,49"
Vini Doc-Docg Bianchi,set,"152,39",Frascati,"172,49"
Vini Doc-Docg Bianchi,ott,"155,49",Frascati,"172,49"
Vini Doc-Docg Bianchi,nov,"156,55",Frascati,"169,87"
Vini Doc-Docg Bianchi,dic,"156,68",Frascati,"169,87"
Vini Doc-Docg Bianchi,gen,"154,46",Friuli Grave Chardonnay,"221,40"
Vini Doc-Docg Bianchi,feb,"154,76",Friuli Grave Chardonnay,"221,40"
Vini Doc-Docg Bianchi,mar,"155,13",Friuli Grave Chardonnay,"221,40"
Vini Doc-Docg Bianchi,apr,"155,27",Friuli Grave Chardonnay,"221,40"
Vini Doc-Docg Bianchi,mag,"153,88",Friuli Grave Chardonnay,"221,40"
Vini Doc-Docg Bianchi,giu,"152,56",Friuli Grave Chardonnay,"221,40"
Vini Doc-Docg Bianchi,lug,"152,21",Friuli Grave Chardonnay,"221,40"
Vini Doc-Docg Bianchi,ago,"151,58",Friuli Grave Chardonnay,"221,40"
Vini Doc-Docg Bianchi,set,"152,39",Friuli Grave Chardonnay,"221,40"
Vini Doc-Docg Bianchi,ott,"155,49",Friuli Grave Chardonnay,"221,40"
Vini Doc-Docg Bianchi,nov,"156,55",Friuli Grave Chardonnay,"221,40"
Vini Doc-Docg Bianchi,dic,"156,68",Friuli Grave Chardonnay,"221,40"
Vini Doc-Docg Bianchi,gen,"154,46",Friuli Grave Friulano,"176,27"
Vini Doc-Docg Bianchi,feb,"154,76",Friuli Grave Friulano,"176,27"
Vini Doc-Docg Bianchi,mar,"155,13",Friuli Grave Friulano,"176,27"
Vini Doc-Docg Bianchi,apr,"155,27",Friuli Grave Friulano,"176,27"
Vini Doc-Docg Bianchi,mag,"153,88",Friuli Grave Friulano,"176,27"
Vini Doc-Docg Bianchi,giu,"152,56",Friuli Grave Friulano,"176,27"
Vini Doc-Docg Bianchi,lug,"152,21",Friuli Grave Friulano,"176,27"
Vini Doc-Docg Bianchi,ago,"151,58",Friuli Grave Friulano,"176,27"
Vini Doc-Docg Bianchi,set,"152,39",Friuli Grave Friulano,"176,27"
Vini Doc-Docg Bianchi,ott,"155,49",Friuli Grave Friulano,"176,27"
Vini Doc-Docg Bianchi,nov,"156,55",Friuli Grave Friulano,"176,27"
Vini Doc-Docg Bianchi,dic,"156,68",Friuli Grave Friulano,"176,27"
Vini Doc-Docg Bianchi,gen,"154,46",Friuli Grave Pinot Bianco,"156,35"
Vini Doc-Docg Bianchi,feb,"154,76",Friuli Grave Pinot Bianco,"156,35"
Vini Doc-Docg Bianchi,mar,"155,13",Friuli Grave Pinot Bianco,"156,35"
Vini Doc-Docg Bianchi,apr,"155,27",Friuli Grave Pinot Bianco,"156,35"
Vini Doc-Docg Bianchi,mag,"153,88",Friuli Grave Pinot Bianco,"156,35"
Vini Doc-Docg Bianchi,giu,"152,56",Friuli Grave Pinot Bianco,"156,35"
Vini Doc-Docg Bianchi,lug,"152,21",Friuli Grave Pinot Bianco,"156,35"
Vini Doc-Docg Bianchi,ago,"151,58",Friuli Grave Pinot Bianco,"156,35"
Vini Doc-Docg Bianchi,set,"152,39",Friuli Grave Pinot Bianco,"156,35"
Vini Doc-Docg Bianchi,ott,"155,49",Friuli Grave Pinot Bianco,"156,35"
Vini Doc-Docg Bianchi,nov,"156,55",Friuli Grave Pinot Bianco,"156,35"
Vini Doc-Docg Bianchi,dic,"156,68",Friuli Grave Pinot Bianco,"156,35"
Vini Doc-Docg Bianchi,gen,"154,46",Friuli Grave Pinot Grigio,"154,84"
Vini Doc-Docg Bianchi,feb,"154,76",Friuli Grave Pinot Grigio,"154,84"
Vini Doc-Docg Bianchi,mar,"155,13",Friuli Grave Pinot Grigio,"154,84"
Vini Doc-Docg Bianchi,apr,"155,27",Friuli Grave Pinot Grigio,"154,84"
Vini Doc-Docg Bianchi,mag,"153,88",Friuli Grave Pinot Grigio,"154,84"
Vini Doc-Docg Bianchi,giu,"152,56",Friuli Grave Pinot Grigio,"154,84"
Vini Doc-Docg Bianchi,lug,"152,21",Friuli Grave Pinot Grigio,"154,84"
Vini Doc-Docg Bianchi,ago,"151,58",Friuli Grave Pinot Grigio,"149,31"
Vini Doc-Docg Bianchi,set,"152,39",Friuli Grave Pinot Grigio,"149,31"
Vini Doc-Docg Bianchi,ott,"155,49",Friuli Grave Pinot Grigio,"149,31"
Vini Doc-Docg Bianchi,nov,"156,55",Friuli Grave Pinot Grigio,"149,31"
Vini Doc-Docg Bianchi,dic,"156,68",Friuli Grave Pinot Grigio,"149,31"
Vini Doc-Docg Bianchi,gen,"154,46",Gambellara,"98,77"
Vini Doc-Docg Bianchi,feb,"154,76",Gambellara,"98,77"
Vini Doc-Docg Bianchi,mar,"155,13",Gambellara,"98,77"
Vini Doc-Docg Bianchi,apr,"155,27",Gambellara,"98,77"
Vini Doc-Docg Bianchi,mag,"153,88",Gambellara,"98,77"
Vini Doc-Docg Bianchi,giu,"152,56",Gambellara,"98,77"
Vini Doc-Docg Bianchi,lug,"152,21",Gambellara,"98,77"
Vini Doc-Docg Bianchi,ago,"151,58",Gambellara,"98,77"
Vini Doc-Docg Bianchi,set,"152,39",Gambellara,"98,77"
Vini Doc-Docg Bianchi,ott,"155,49",Gambellara,"98,77"
Vini Doc-Docg Bianchi,nov,"156,55",Gambellara,"98,77"
Vini Doc-Docg Bianchi,dic,"156,68",Gambellara,"98,77"
Vini Doc-Docg Bianchi,gen,"154,46",Locorotondo,"147,83"
Vini Doc-Docg Bianchi,feb,"154,76",Locorotondo,"147,83"
Vini Doc-Docg Bianchi,mar,"155,13",Locorotondo,"147,83"
Vini Doc-Docg Bianchi,apr,"155,27",Locorotondo,"147,83"
Vini Doc-Docg Bianchi,mag,"153,88",Locorotondo,"147,83"
Vini Doc-Docg Bianchi,giu,"152,56",Locorotondo,"147,83"
Vini Doc-Docg Bianchi,lug,"152,21",Locorotondo,"147,83"
Vini Doc-Docg Bianchi,ago,"151,58",Locorotondo,"147,83"
Vini Doc-Docg Bianchi,set,"152,39",Locorotondo,"147,83"
Vini Doc-Docg Bianchi,ott,"155,49",Locorotondo,"147,83"
Vini Doc-Docg Bianchi,nov,"156,55",Locorotondo,"147,83"
Vini Doc-Docg Bianchi,dic,"156,68",Locorotondo,"147,83"
Vini Doc-Docg Bianchi,gen,"154,46",Marino,"238,97"
Vini Doc-Docg Bianchi,feb,"154,76",Marino,"238,97"
Vini Doc-Docg Bianchi,mar,"155,13",Marino,"238,97"
Vini Doc-Docg Bianchi,apr,"155,27",Marino,"238,97"
Vini Doc-Docg Bianchi,mag,"153,88",Marino,"238,97"
Vini Doc-Docg Bianchi,giu,"152,56",Marino,"238,97"
Vini Doc-Docg Bianchi,lug,"152,21",Marino,"238,97"
Vini Doc-Docg Bianchi,ago,"151,58",Marino,"238,97"
Vini Doc-Docg Bianchi,set,"152,39",Marino,"238,97"
Vini Doc-Docg Bianchi,ott,"155,49",Marino,"238,97"
Vini Doc-Docg Bianchi,nov,"156,55",Marino,"238,97"
Vini Doc-Docg Bianchi,dic,"156,68",Marino,"238,97"
Vini Doc-Docg Bianchi,gen,"154,46",Nuragus Di Cagliari,"214,48"
Vini Doc-Docg Bianchi,feb,"154,76",Nuragus Di Cagliari,"214,48"
Vini Doc-Docg Bianchi,mar,"155,13",Nuragus Di Cagliari,"214,48"
Vini Doc-Docg Bianchi,apr,"155,27",Nuragus Di Cagliari,"214,48"
Vini Doc-Docg Bianchi,mag,"153,88",Nuragus Di Cagliari,"237,06"
Vini Doc-Docg Bianchi,giu,"152,56",Nuragus Di Cagliari,"237,06"
Vini Doc-Docg Bianchi,lug,"152,21",Nuragus Di Cagliari,"237,06"
Vini Doc-Docg Bianchi,ago,"151,58",Nuragus Di Cagliari,"225,77"
Vini Doc-Docg Bianchi,set,"152,39",Nuragus Di Cagliari,"225,77"
Vini Doc-Docg Bianchi,ott,"155,49",Nuragus Di Cagliari,"225,77"
Vini Doc-Docg Bianchi,nov,"156,55",Nuragus Di Cagliari,"225,77"
Vini Doc-Docg Bianchi,dic,"156,68",Nuragus Di Cagliari,"225,77"
Vini Doc-Docg Bianchi,gen,"154,46",Oltrepo' Pavese Chardonnay,"143,65"
Vini Doc-Docg Bianchi,feb,"154,76",Oltrepo' Pavese Chardonnay,"143,65"
Vini Doc-Docg Bianchi,mar,"155,13",Oltrepo' Pavese Chardonnay,"143,65"
Vini Doc-Docg Bianchi,apr,"155,27",Oltrepo' Pavese Chardonnay,"143,65"
Vini Doc-Docg Bianchi,mag,"153,88",Oltrepo' Pavese Chardonnay,"143,65"
Vini Doc-Docg Bianchi,giu,"152,56",Oltrepo' Pavese Chardonnay,"143,65"
Vini Doc-Docg Bianchi,lug,"152,21",Oltrepo' Pavese Chardonnay,"143,65"
Vini Doc-Docg Bianchi,ago,"151,58",Oltrepo' Pavese Chardonnay,"143,65"
Vini Doc-Docg Bianchi,set,"152,39",Oltrepo' Pavese Chardonnay,"143,65"
Vini Doc-Docg Bianchi,ott,"155,49",Oltrepo' Pavese Chardonnay,"143,65"
